date,i1,i2,i3,i4,itotal,largetotal,percent,length,width,circumference
20230919,535503,0,0,0,535503,554835,23.78986409953714,1926.098647525614,0.0,535503
20230921,537748,0,0,0,537748,548828,23.487843745991576,1914.2925586231588,0.0,537748
20230922,577126,0,0,0,577126,577126,22.71374810041546,1983.3597757340951,0.0,577126
20230923,556481,0,0,0,556481,567556,23.228043629027173,1959.6448657856351,0.0,556481
20230926,600292,0,0,0,600292,600292,21.780011261628502,2012.4611797498108,0.0,600292
20230927,10190,0,0,0,10190,10190,20.43894262439425,146.01369798755184,0.0,10190
20230928,591983,0,0,0,591983,591983,21.95508827768828,2001.0167415591504,0.0,591983
20231001,619768,0,0,0,619768,619768,21.232235215851503,2031.9704722264053,0.0,619768
20231002,614679,0,0,0,614679,614679,20.60917148764373,2015.5098610525329,0.0,614679
,na,na,na,na,na,na,na,na,na,20231003
20231004,4190,0,0,0,4190,0,20.384721579062937,123.96773773849388,0.0,4190
20231006,5828,0,0,0,5828,0,14.631551256715126,182.4828759089466,14.422205101855956,5828
20231007,600696,0,0,0,600696,600696,21.523667899358433,2015.1476372712746,0.0,600696
20231008,603520,0,0,0,603520,603520,22.015961945261527,2041.083045836205,0.0,603520
20231009,601246,0,0,0,601246,601246,21.33728577360648,1882.2327167489148,0.0,601246
20231013,1231,0,0,0,1231,0,10.804554219958302,68.96375859826666,0.0,1231
20231018,603094,0,0,0,603094,603094,21.20703786559529,2009.4277792446287,0.0,603094
20231020,575435,0,0,0,575435,587272,22.254738906317602,1976.4260674257462,0.0,575435
20231021,574524,0,0,0,574524,586357,22.32754816085432,1972.8233575259596,0.0,574524
20231024,2664,0,0,0,2664,0,20.317347473416685,96.20810776644555,0.0,2664
20231025,2027,0,0,0,2027,0,20.936606597401127,77.25283166331187,0.0,2027
20231026,3046,0,0,0,3046,0,12.200430898604036,113.22543883774529,0.0,3046
20231028,2544,0,0,0,2544,0,21.201646197895947,118.45674315968678,0.0,2544
20231029,595261,0,0,0,595261,663678,19.688848596318447,2002.6232796010338,0.0,595261
