date,i1,i2,i3,i4,itotal,largetotal,percent,length,width,circumference
20230701,348007,0,0,0,348007,348007,31.59945561548713,1502.8200158368932,0.0,348007
20230702,344517,0,0,0,344517,344517,32.046877072150515,1504.787028120591,0.0,344517
20230703,348974,0,0,0,348974,348974,31.602281892910174,1502.6975743641833,0.0,348974
20230704,351081,0,0,0,351081,351081,31.537581880518033,1505.1498264292495,0.0,351081
20230705,348178,0,0,0,348178,355991,31.592889955627445,1509.08316536896,0.0,348178
20230706,350571,0,0,0,350571,357031,31.165535068667673,1504.6620883108606,0.0,350571
20230707,348217,0,0,0,348217,348217,31.4439668760286,1502.3235337303347,0.0,348217
20230708,349066,0,0,0,349066,349066,31.731421030547715,1506.037184135903,0.0,349066
20230709,354640,0,0,0,354640,367576,30.842665483978266,1509.2686970847835,0.0,354640
20230711,353034,0,0,0,353034,362046,31.089051653480997,1507.0023224932336,0.0,353034
20230717,355099,0,0,0,355099,395035,30.929497422652396,1523.753260866076,0.0,355099
20230719,391343,0,0,0,391343,436312,28.924971030656415,1592.6079241294765,0.0,391343
20230720,370684,0,0,0,370684,404819,30.21301435531525,1577.4840728197544,0.0,370684
20230721,372350,0,0,0,372350,408859,30.35015403211956,1589.8804986539083,0.0,372350
20230725,386664,0,0,0,386664,428728,29.230274214131825,1585.9104640552694,0.0,386664
20230726,383444,0,0,0,383444,422925,29.5505349273538,1583.3584559410417,0.0,383444
20230727,372327,0,0,0,372327,413200,30.123530063982574,1583.6375848027856,0.0,372327
20230728,359010,0,0,0,359010,413905,30.601649241579327,1529.1147765946153,0.0,359010
20230729,383459,0,0,0,383459,430450,29.352608545358493,1584.6715748065906,0.0,383459
,na,na,na,na,na,na,na,na,na,20230730
20230731,400708,0,0,0,400708,446534,28.733566827329664,1606.0049813123246,0.0,400708
20230801,382198,0,0,0,382198,433853,29.52898999715198,1584.6715748065906,0.0,382198
20230804,390323,0,0,0,390323,402752,29.028173637788633,1588.3286813503055,0.0,390323
20230805,398146,0,0,0,398146,446865,29.083525194089166,1624.4297460955336,0.0,398146
20230806,400252,0,0,0,400252,448751,28.99554100385026,1635.1403609476465,0.0,400252
20230807,395422,0,0,0,395422,441644,29.101135076494284,1613.6480409308592,0.0,395422
20230809,1143,0,0,0,1143,0,7.702975635314553,59.464274989274024,0.0,1143
20230811,422608,0,0,0,422608,422608,28.38515204285506,1625.6506389750537,0.0,422608
20230815,466353,0,0,0,466353,466353,26.44049925103648,1717.3572720898817,0.0,466353
20230816,430977,0,0,0,430977,430977,27.998930362698353,1663.9723555395985,0.0,430977
20230817,4836,0,0,0,4836,0,19.769875795977555,136.01470508735443,0.0,4836
20230822,458924,0,0,0,458924,458924,27.414151823275045,1700.307031097619,0.0,458924
20230823,454606,0,0,0,454606,454606,27.372562063965177,1716.1177115804148,0.0,454606
20230824,452038,0,0,0,452038,452038,27.215594964008442,1690.8837925771245,0.0,452038
20230826,33926,0,0,0,33926,33926,26.261443705988878,326.8271714530479,0.0,33926
20230827,1150,0,0,0,1150,0,25.12145383710641,63.7808748764079,0.0,1150
20230829,478665,0,0,0,478665,478665,26.60127095521655,1759.7783951395697,0.0,478665
20230830,476990,0,0,0,476990,476990,26.66740584691577,1768.9465791820849,0.0,476990
20230831,7234,0,0,0,7234,7234,8.1473968897904,187.5419952970534,0.0,7234
20230902,508362,0,0,0,508362,515304,25.2018070783031,1878.1150124526453,0.0,508362
20230905,550032,0,0,0,550032,568781,23.39057632144775,1933.341149409488,0.0,550032
20230906,544669,0,0,0,544669,563422,23.393293895892985,1922.1914576857323,0.0,544669
20230907,2177,0,0,0,2177,0,5.909398242055443,119.88327656516567,0.0,2177
20230908,532483,0,0,0,532483,549995,23.918611906454565,1914.6111876827629,0.0,532483
20230909,586040,0,0,0,586040,586040,22.766077713932894,1989.6140329219636,0.0,586040
20230911,473808,0,0,0,473808,546537,25.927138568033932,1600.1562423713503,0.0,473808
20230916,548624,0,0,0,548624,567465,23.67605208177073,1954.375603613594,0.0,548624
20230918,9064,0,0,0,9064,9064,21.02987375236157,178.2806775845324,0.0,9064
