date,i1,i2,i3,i4,itotal,largetotal,percent,length,width,circumference
20230825,3544,0,0,0,3544,0,19.183837982287592,102.95630140987001,0.0,3544
20230826,14809,0,0,0,14809,14809,26.52911597220043,296.4321170183825,0.0,14809
20230827,3334,0,0,0,3334,0,32.963956801166105,124.4025723206719,0.0,3334
20230828,7563,0,0,0,7563,7563,30.342635891391502,241.40422531513403,0.0,7563
20230829,13700,0,0,0,13700,13700,29.831157931933127,314.1591953134589,0.0,13700
20230830,16798,0,0,0,16798,16798,27.96111477262028,326.0552100488505,0.0,16798
20230831,2634,0,0,0,2634,0,16.728185832632995,90.44335243676011,0.0,2634
20230901,16546,0,0,0,16546,16546,29.576712104251886,328.05487345869443,0.0,16546
20230904,31656,0,0,0,31656,51720,26.461668648531155,407.25913126656843,0.0,31656
20230906,29912,0,0,0,29912,29912,22.336629853969715,335.2610922848042,0.0,29912
20230907,579,0,0,0,579,0,1.8840208252692954,56.639209034025185,0.0,579
20230908,49990,0,0,0,49990,78601,24.163054558811393,490.7993480028269,0.0,49990
20230909,67869,0,0,0,67869,101498,23.34848500699174,489.979591411724,0.0,67869
20230910,15934,0,0,0,15934,15934,25.473874841479898,309.0954545120326,0.0,15934
20230911,33513,0,0,0,33513,40522,22.80344321347993,414.34285320251394,0.0,33513
20230915,49786,0,0,0,49786,76719,24.302424384023734,478.21752372743515,0.0,49786
20230916,49749,0,0,0,49749,76551,24.5731145261949,497.6102892826876,0.0,49749
20230918,48916,0,0,0,48916,75074,25.129925456322844,501.44192086422134,0.0,48916
20230919,58953,0,0,0,58953,89975,23.88018844567192,499.3796151226039,0.0,58953
20230921,40784,0,0,0,40784,71084,24.54068401640821,481.06548410793306,0.0,40784
20230922,52787,0,0,0,52787,85470,23.9224120395071,535.4213294219796,0.0,52787
20230923,110107,0,0,0,110107,110107,22.42526162354804,719.3886293235389,0.0,110107
20230925,1040,0,0,0,1040,0,22.048533013445294,86.64871608973787,0.0,1040
20230926,1024,0,0,0,1024,0,21.889983854488136,65.60487786742691,0.0,1024
20230927,1345,0,0,0,1345,0,21.835293693718828,62.51399843235114,0.0,1345
20230928,919,0,0,0,919,0,22.28772255292043,44.721359549995796,0.0,919
20231001,694,0,0,0,694,0,19.521103660230548,43.9089968002003,0.0,694
20231002,1128,0,0,0,1128,0,21.5530378321076,52.0,0.0,1128
20231003,629,0,0,0,629,0,19.75349325410525,51.264022471905186,0.0,629
20231004,958,0,0,0,958,0,21.71399893758115,60.4648658313239,0.0,958
20231006,773,0,0,0,773,0,19.40341229406917,79.39773296511683,0.0,773
20231007,363,0,0,0,363,0,19.311438670883796,30.59411708155671,0.0,363
20231008,661,0,0,0,661,0,22.140448517437502,42.42640687119285,0.0,661
20231009,1432,0,0,0,1432,0,21.230592548422006,62.80127387243033,0.0,1432
20231011,2151,0,0,0,2151,0,21.711470752678423,94.14881836751856,0.0,2151
20231013,490,0,0,0,490,0,20.332592894812397,45.60701700396552,0.0,490
20231016,23814,0,0,0,23814,23814,16.330243717024622,321.27869521647403,0.0,23814
20231017,1584,0,0,0,1584,0,20.11214679513333,80.91971329657564,0.0,1584
20231018,1528,0,0,0,1528,0,23.123970563791048,78.79086241436883,0.0,1528
20231020,112009,0,0,0,112009,112009,22.278539720400186,724.9827584156743,0.0,112009
20231021,1453,0,0,0,1453,0,21.51889280612251,60.8276253029822,0.0,1453
20231025,1221,0,0,0,1221,0,22.000700917469583,54.91812087098393,0.0,1221
20231028,58,0,0,0,58,0,0.14526892331869892,14.142135623730951,2.0,58
20231029,1662,0,0,0,1662,0,11.205264204040214,74.02702209328699,0.0,1662
