date,i1,i2,i3,i4,itotal,largetotal,percent,length,width,circumference
20230823,1459267,563619,18203,12202,2053291,2053291,14.734902011343431,2585.084137895709,0.0,1459267
20230824,1474119,567151,18236,12222,2071728,2071728,14.597094818791193,2593.977640612964,0.0,1474119
20230825,227,114,104,89,534,0,0.14608365654585942,24.331050121192877,0.0,227
20230828,1491655,572619,23140,5896,2093310,2087414,14.471234610504927,2610.855032360089,0.0,1491655
20230901,1485974,562993,30805,26555,2106327,2118568,14.23720081446913,2625.3304553903304,0.0,1485974
20230903,1538260,593989,39763,39078,2211090,2228064,13.1884386135479,2637.821070504973,0.0,1538260
20230904,1543214,593333,41360,39829,2217736,2217736,13.341263419513623,2625.4523419784255,0.0,1543214
20230907,1561129,680808,52434,9519,2303890,2310705,10.675936984182599,2676.5148981464686,0.0,1561129
20230908,1624156,696965,74502,9098,2404721,2404721,11.86013731609524,2668.3043304690714,0.0,1624156
20230909,1564368,607801,56503,46907,2275579,2275579,12.936402999943672,2668.3043304690714,0.0,1564368
20230914,1611146,677331,67557,4699,2360733,2356034,11.477406778444346,2678.2449477222954,0.0,1611146
20230915,1552562,599329,44494,30367,2226752,2226752,13.443636365115294,2652.989257422653,0.0,1552562
20230916,65345,5000,2696,2141,75182,65345,11.613480387322246,778.4805713696393,0.0,65345
20230919,1571835,606079,57060,47418,2282392,2282392,12.909123205232515,2668.3043304690714,0.0,1571835
20230921,1560981,661628,44624,5618,2272851,2267233,12.802332417363981,2647.6895588418215,0.0,1560981
20230922,1594087,676107,65145,5743,2341082,2335339,12.444776971664194,2680.791674114197,0.0,1594087
20230925,67469,6667,4542,4190,82868,74136,9.128507659999606,803.7437402555618,0.0,67469
20230926,84616,6030,3383,2127,96156,90646,5.473233773097587,867.2531349035297,0.0,84616
20230928,1618421,683975,73007,6567,2381970,2381970,12.074023921217822,2681.8508534219422,0.0,1618421
20231001,3772,3019,1830,1543,10164,0,8.66193471191703,154.1557653803451,0.0,3772
20231002,1391192,546606,71339,15241,2024378,2030923,13.942303488377059,2543.9119481617286,0.0,1391192
20231004,1687470,719196,74482,6223,2487371,2487371,11.034732882716812,2704.557634808325,0.0,1687470
20231005,1643356,708774,79724,11275,2443129,2449867,11.551981379379486,2683.583425198479,0.0,1643356
20231006,84871,4535,1930,1008,92344,84871,7.048212334615609,860.0581375697808,0.0,84871
20231007,1744803,736676,82638,1563,2565680,2564117,10.564199636445643,2701.8956308488305,0.0,1744803
20231008,1642094,699093,83344,12811,2437342,2447628,11.578610444734878,2685.385633386758,0.0,1642094
20231009,1640953,701434,81151,12134,2435672,2444964,11.670729319160177,2689.8572452827307,0.0,1640953
20231011,713235,1113,520,479,715347,713235,5.879812524872604,1762.3280057923382,0.0,713235
20231013,713184,86476,14244,11498,825402,825402,8.641726515126711,1774.4880951981615,0.0,713184
20231015,1651488,702030,85910,12126,2451554,2461029,11.457874730125251,2689.929367102415,0.0,1651488
20231016,90395,664,500,306,91865,90395,3.9487172395898043,873.615476053395,0.0,90395
20231019,1606934,674584,67118,4768,2353404,2348636,12.352891953101123,2676.3198613020827,0.0,1606934
20231021,1618713,679399,73537,8604,2380253,2380253,11.943084973662746,2683.5200763176713,0.0,1618713
20231024,1657345,100481,6128,4468,1768422,1763954,10.772173755312341,2699.668127752002,0.0,1657345
20231028,2000,1770,1718,648,6136,0,4.075828068356679,101.54801819828883,0.0,2000
