date,i1,i2,i3,i4,itotal,largetotal,area,length,width,circumference
20230701,99557,0,0,0,99557,99557,105984,746.9752338598649,0.0,99557
20230702,99660,0,0,0,99660,99660,106457,718.6932586298552,0.0,99660
20230704,119436,0,0,0,119436,119436,125500,849.4562966980703,0.0,119436
20230705,825,0,0,0,825,0,210742,41.182520563948,0.0,825
20230707,144460,0,0,0,144460,144460,149050,917.3723344422373,0.0,144460
20230709,562,0,0,0,562,0,182289,34.058772731852805,0.0,562
20230710,163340,0,0,0,163340,163340,165876,949.3450373810357,0.0,163340
20230712,902,0,0,0,902,0,226603,112.44554237496477,0.0,902
20230717,3241,0,0,0,3241,0,251322,183.3248482884958,0.0,3241
20230719,5708,0,0,0,5708,0,227230,244.37675830569486,0.0,5708
20230720,5999,0,0,0,5999,0,231170,217.70622407271685,0.0,5999
20230721,5748,0,0,0,5748,0,235802,204.215572373901,0.0,5748
20230722,195866,0,0,0,195866,195866,203008,1091.1168590027376,0.0,195866
20230723,5267,0,0,0,5267,0,259496,190.3785702225962,0.0,5267
20230724,5019,0,0,0,5019,0,242253,195.73451407454945,0.0,5019
20230725,3740,0,0,0,3740,0,229400,162.09873534361705,0.0,3740
20230726,218507,0,0,0,218507,218507,230834,1072.2555665511836,0.0,218507
20230727,9690,0,0,0,9690,9690,259356,300.5328601001894,0.0,9690
20230728,241058,0,0,0,241058,251549,259208,1098.4279675973296,0.0,241058
20230729,19455,0,0,0,19455,19455,302753,379.05672398732094,0.0,19455
20230731,15199,0,0,0,15199,15199,289166,369.4157549428557,0.0,15199
20230801,13202,0,0,0,13202,13202,276326,325.2076259868455,0.0,13202
20230802,3522,0,0,0,3522,0,302580,131.5750736271882,0.0,3522
20230804,26250,0,0,0,26250,26250,314120,459.3647787978525,0.0,26250
20230805,20988,0,0,0,20988,20988,299685,431.2307966738925,0.0,20988
20230806,2880,0,0,0,2880,0,363227,94.40338976964757,2.0,2880
20230807,20150,0,0,0,20150,20150,303957,395.8181400592954,0.0,20150
20230810,14435,0,0,0,14435,14435,286764,329.2779980502797,0.0,14435
20230815,6527,0,0,0,6527,6527,289686,153.5838533179839,0.0,6527
20230816,12161,0,0,0,12161,12161,379688,200.15993605114886,0.0,12161
20230820,23320,0,0,0,23320,23320,543399,356.97618968216915,0.0,23320
20230821,4858,0,0,0,4858,0,296284,161.50541786577935,0.0,4858
20230823,4834,0,0,0,4834,0,406083,116.61903789690601,0.0,4834
20230824,7064,0,0,0,7064,7064,385660,224.89108474992955,0.0,7064
20230827,3334,0,0,0,3334,0,303378,124.4025723206719,0.0,3334
20230828,7563,0,0,0,7563,7563,397258,241.40422531513403,0.0,7563
20230829,13700,0,0,0,13700,13700,418620,314.1591953134589,0.0,13700
20230830,16798,0,0,0,16798,16798,477008,326.0552100488505,0.0,16798
20230901,16546,0,0,0,16546,16546,420455,328.05487345869443,0.0,16546
20230904,31656,0,0,0,31656,51720,528197,407.25913126656843,0.0,31656
20230906,29912,0,0,0,29912,29912,667388,335.2610922848042,0.0,29912
20230908,49990,0,0,0,49990,78601,606040,490.7993480028269,0.0,49990
20230909,67869,0,0,0,67869,101498,638221,489.979591411724,0.0,67869
20230910,15934,0,0,0,15934,15934,561010,309.0954545120326,0.0,15934
20230911,33513,0,0,0,33513,40522,651469,414.34285320251394,0.0,33513
20230915,49786,0,0,0,49786,76719,601226,478.21752372743515,0.0,49786
20230916,49749,0,0,0,49749,76551,592643,497.6102892826876,0.0,49749
20230918,48916,0,0,0,48916,75074,572667,501.44192086422134,0.0,48916
20230919,58953,0,0,0,58953,89975,616677,499.3796151226039,0.0,58953
20230921,40784,0,0,0,40784,71084,595547,481.06548410793306,0.0,40784
20230922,52787,0,0,0,52787,85470,615024,535.4213294219796,0.0,52787
20230923,110107,0,0,0,110107,110107,665934,719.3886293235389,0.0,110107
20230925,1040,0,0,0,1040,0,679545,86.64871608973787,0.0,1040
20230926,1024,0,0,0,1024,0,685230,65.60487786742691,0.0,1024
20230927,1345,0,0,0,1345,0,687072,62.51399843235114,0.0,1345
20230928,919,0,0,0,919,0,671741,44.721359549995796,0.0,919
20231001,694,0,0,0,694,0,764440,43.9089968002003,0.0,694
20231002,1128,0,0,0,1128,0,696468,52.0,0.0,1128
20231003,629,0,0,0,629,0,756462,51.264022471905186,0.0,629
20231004,958,0,0,0,958,0,689622,60.4648658313239,0.0,958
20231006,773,0,0,0,773,0,768538,79.39773296511683,0.0,773
20231007,363,0,0,0,363,0,771672,30.59411708155671,0.0,363
20231008,661,0,0,0,661,0,675340,42.42640687119285,0.0,661
20231009,1432,0,0,0,1432,0,705917,62.80127387243033,0.0,1432
20231011,2151,0,0,0,2151,0,691899,94.14881836751856,0.0,2151
20231013,490,0,0,0,490,0,738642,45.60701700396552,0.0,490
20231017,1584,0,0,0,1584,0,744291,80.91971329657564,0.0,1584
20231018,1528,0,0,0,1528,0,643023,78.79086241436883,0.0,1528
20231020,112009,0,0,0,112009,112009,671406,724.9827584156743,0.0,112009
20231021,1453,0,0,0,1453,0,696091,60.8276253029822,0.0,1453
20231025,1221,0,0,0,1221,0,681413,54.91812087098393,0.0,1221
