date,i1,i2,i3,i4,itotal,largetotal,area,length,width,circumference
20230702,660,0,0,0,660,0,6591,91.23595782365635,0.0,660
20230703,334,0,0,0,334,0,2420,66.48308055437865,0.0,334
20230704,258,0,0,0,258,0,1811,30.0,0.0,258
20230705,985,0,0,0,985,0,12610,47.07440918375928,0.0,985
20230707,1727,0,0,0,1727,0,7883,82.21921916437786,0.0,1727
20230708,362,0,0,0,362,0,3860,65.29931086925804,0.0,362
20230709,1268,0,0,0,1268,0,9068,91.30169768410661,0.0,1268
20230710,1477,0,0,0,1477,0,19291,50.99019513592785,0.0,1477
20230711,1332,0,0,0,1332,0,18192,58.82176467941097,0.0,1332
20230712,3925,0,0,0,3925,0,22129,122.44182292011173,0.0,3925
20230714,37146,0,0,0,37146,53640,106104,300.945177731759,0.0,37146
20230717,7806,0,0,0,7806,7806,17646,153.32318807016765,0.0,7806
20230721,1345,0,0,0,1345,0,16078,88.54377448471462,0.0,1345
20230724,14300,0,0,0,14300,14300,32761,209.61870145576228,0.0,14300
20230725,13662,0,0,0,13662,13662,29015,222.61176967986216,0.0,13662
20230726,11544,0,0,0,11544,11544,25833,224.89997776789573,0.0,11544
20230728,19887,0,0,0,19887,19887,38499,254.94313091354314,0.0,19887
20230729,13640,0,0,0,13640,13640,26742,225.79636843846714,0.0,13640
20230730,24474,0,0,0,24474,24474,86549,274.20430339438514,0.0,24474
20230802,26588,0,0,0,26588,26588,57715,271.9191056178289,0.0,26588
20230804,20597,0,0,0,20597,20597,40406,255.62472493872733,0.0,20597
20230805,11504,0,0,0,11504,11504,25011,187.11493793922494,0.0,11504
20230807,19601,0,0,0,19601,19601,37337,254.8803640926464,0.0,19601
20230810,25464,0,0,0,25464,25464,55763,269.5329293425944,0.0,25464
20230815,22741,0,0,0,22741,22741,67720,256.5618833731932,0.0,22741
20230818,59827,0,0,0,59827,68801,161917,669.0799653255207,0.0,59827
20230820,39877,0,0,0,39877,46397,109860,392.02040763205173,0.0,39877
20230821,29415,0,0,0,29415,29415,80228,303.6445290137795,0.0,29415
20230822,32831,0,0,0,32831,32831,65459,381.18237105091833,0.0,32831
20230823,38140,0,0,0,38140,38140,107142,381.32925405743526,0.0,38140
20230824,40091,0,0,0,40091,46863,113913,389.71784665319086,0.0,40091
20230827,41448,0,0,0,41448,56523,123108,396.8727755843174,0.0,41448
20230829,47503,0,0,0,47503,58779,150999,429.4182110716778,0.0,47503
20230903,7839,0,0,0,7839,7839,182770,147.5127113166862,0.0,7839
20230904,4073,0,0,0,4073,0,150307,144.22205101855957,0.0,4073
20230905,9431,0,0,0,9431,17883,236140,159.29846201391902,0.0,9431
20230907,13470,0,0,0,13470,33471,289060,198.25236442474022,0.0,13470
20230908,8470,0,0,0,8470,8470,201819,165.51737068960466,0.0,8470
20230916,8944,0,0,0,8944,8944,230906,153.1012736720371,0.0,8944
20230919,8465,0,0,0,8465,15171,201994,162.68988905276197,0.0,8465
20230922,13149,0,0,0,13149,31555,252588,197.43353311937665,0.0,13149
20230923,15299,0,0,0,15299,35880,259018,207.69207977195472,0.0,15299
20230924,14927,0,0,0,14927,35781,257648,201.92077654367318,0.0,14927
20230925,9068,0,0,0,9068,9068,197978,162.64070831129578,0.0,9068
20230926,14065,0,0,0,14065,33573,283328,214.89532335534898,0.0,14065
20230927,19109,0,0,0,19109,43850,295794,215.87033144922904,0.0,19109
20230928,17309,0,0,0,17309,41387,285147,214.97906874856446,0.0,17309
20231002,13963,0,0,0,13963,33267,245794,200.5691900566984,0.0,13963
20231003,17744,0,0,0,17744,38487,260309,215.7405849625888,0.0,17744
20231014,22197,0,0,0,22197,50410,371459,220.43593173527768,0.0,22197
20231024,19726,0,0,0,19726,46892,345791,217.70622407271685,0.0,19726
20231028,1251,0,0,0,1251,0,1071580,64.5600495662759,0.0,1251
