date,i1,i2,i3,i4,itotal,largetotal,area,length,width,circumference
20230701,629779,0,0,0,629779,629779,635542,2098.174444606549,0.0,629779
20230704,625681,0,0,0,625681,625681,638396,2083.536416768375,0.0,625681
20230706,639425,0,0,0,639425,639425,650753,2094.2053385472973,0.0,639425
20230710,626080,0,0,0,626080,626080,638036,2082.0499513700433,0.0,626080
20230711,631367,0,0,0,631367,631367,641820,2098.9159106548314,0.0,631367
20230713,633090,0,0,0,633090,633090,644946,2098.174444606549,0.0,633090
20230715,630550,0,0,0,630550,630550,639727,2097.9237355061314,0.0,630550
20230717,626689,0,0,0,626689,626689,634834,2092.7149829826326,0.0,626689
20230720,633451,0,0,0,633451,633451,651398,2094.9558467900943,0.0,633451
20230723,631053,0,0,0,631053,631053,643336,2091.2388672746115,0.0,631053
20230724,629201,0,0,0,629201,629201,644890,2085.520558517705,0.0,629201
20230727,631976,0,0,0,631976,631976,640131,2086.2646045025067,0.0,631976
20230728,634784,0,0,0,634784,634784,649581,2097.4365306249438,0.0,634784
20230729,630149,0,0,0,630149,630149,640579,2082.5465180878914,0.0,630149
20230730,629572,0,0,0,629572,629572,640123,2078.080845395578,0.0,629572
20230731,628448,0,0,0,628448,628448,637879,2095.4445828988178,0.0,628448
20230801,633842,0,0,0,633842,633842,654197,2093.4583826768567,0.0,633842
20230802,634271,0,0,0,634271,634271,648509,2097.4365306249438,0.0,634271
20230803,634485,0,0,0,634485,634485,651359,2085.2740827047173,0.0,634485
20230804,630938,0,0,0,630938,630938,643520,2083.785017702162,0.0,630938
20230805,635332,0,0,0,635332,635332,653009,2099.170312290072,0.0,635332
20230808,626496,0,0,0,626496,626496,634428,2079.3200811803845,0.0,626496
20230810,632007,0,0,0,632007,632007,642119,2079.819222913376,0.0,632007
20230812,626942,0,0,0,626942,626942,635479,2077.3338682070344,0.0,626942
20230818,635861,0,0,0,635861,635861,655265,2089.9856458837226,0.0,635861
20230825,640144,0,0,0,640144,640144,670251,2083.536416768375,0.0,640144
20230828,633046,0,0,0,633046,645316,660416,2088.993058868315,0.0,633046
20230901,639150,0,0,0,639150,639150,681340,2082.0499513700433,0.0,639150
20230902,647047,0,0,0,647047,665169,692427,2110.3298320404797,0.0,647047
20230904,653733,0,0,0,653733,653733,718439,2106.614345341833,0.0,653733
20230909,660948,0,0,0,660948,710585,736510,2149.5348334000078,0.0,660948
20230910,673175,0,0,0,673175,673175,750921,2164.158959041595,0.0,673175
20230914,679583,0,0,0,679583,679583,782639,2172.4023568390826,0.0,679583
20230919,711898,0,0,0,711898,721749,851655,2215.892596675209,0.0,711898
20230925,760063,0,0,0,760063,760063,926288,2473.9232001014097,0.0,760063
20230927,846883,0,0,0,846883,846883,1086918,2571.633721975196,0.0,846883
20230930,806356,0,0,0,806356,806356,1013680,2552.4889813670106,0.0,806356
20231001,410,0,0,0,410,0,1103501,46.8187996428785,0.0,410
20231002,842,0,0,0,842,0,1248358,70.68238818828917,0.0,842
20231005,1857,0,0,0,1857,0,1131093,118.96217886370441,0.0,1857
20231009,1831,0,0,0,1831,0,1094947,107.42439201596628,0.0,1831
20231011,1375,0,0,0,1375,0,1237569,90.35485598461214,0.0,1375
20231021,2200,0,0,0,2200,0,1240469,141.54857823376398,0.0,2200
20231025,2243,0,0,0,2243,0,1247170,141.54857823376398,0.0,2243
20231028,2095,0,0,0,2095,0,1242723,138.92443989449805,0.0,2095
