date,i1,i2,i3,i4,itotal,largetotal,area,length,width,circumference
20230702,1510789,131231,0,0,1642020,1642020,1650666,2881.3670366685324,0.0,1510789
20230711,1507635,127099,0,0,1634734,1634734,1645683,2884.6663585239803,0.0,1507635
20230716,1583422,148278,0,0,1731700,1731700,1769618,2883.7447875982366,0.0,1583422
20230719,1508970,128513,0,0,1637483,1637483,1649684,2882.498915871435,0.0,1508970
20230720,1513221,138902,0,0,1652123,1652123,1669726,2894.1389047521543,0.0,1513221
20230721,1518993,141524,0,0,1660517,1660517,1680197,2905.092081156809,0.0,1518993
20230722,1520534,141021,0,0,1661555,1661555,1681728,2899.6089391502433,0.0,1520534
20230723,1515865,140113,0,0,1655978,1655978,1676478,2905.0335626288384,0.0,1515865
20230724,1522187,143371,0,0,1665558,1665558,1692097,2905.6221364795524,0.0,1522187
20230725,1514346,136948,0,0,1651294,1651294,1668707,2896.3073041374596,0.0,1514346
20230726,1510923,138818,0,0,1649741,1649741,1663912,2895.787975663964,0.0,1510923
20230729,1512802,141060,0,0,1653862,1653862,1673214,2895.7016420895297,0.0,1512802
20230801,1507871,135987,0,0,1643858,1643858,1653892,2889.096744659133,0.0,1507871
20230804,1518004,140604,0,0,1658608,1658608,1680808,2896.9197434516545,0.0,1518004
20230805,1514069,139909,0,0,1653978,1653978,1667719,2891.358158374711,0.0,1514069
20230808,1516463,141068,0,0,1657531,1657531,1677873,2895.2713171652845,0.0,1516463
20230811,1505277,135576,0,0,1640853,1640853,1654072,2885.7969436535204,0.0,1505277
20230812,1509882,134427,0,0,1644309,1644309,1658027,2896.4046678597933,0.0,1509882
20230814,1500129,132841,0,0,1632970,1632970,1642662,2889.709327942864,0.0,1500129
20230817,1514957,149108,0,0,1664065,1664065,1684986,2896.9197434516545,0.0,1514957
20230820,1514613,144958,0,0,1659571,1659571,1681764,2893.5272592460574,0.0,1514613
20230822,1501426,137378,0,0,1638804,1638804,1655575,2891.358158374711,0.0,1501426
20230825,1522358,158246,0,0,1680604,1680604,1714529,2910.588256693138,0.0,1522358
20230827,1511641,150252,0,0,1661893,1661893,1697774,2899.535135155289,0.0,1511641
20230830,1538307,166905,0,0,1705212,1705212,1798895,2915.5232806479185,0.0,1538307
20230902,1538902,198924,0,0,1737826,1747726,1835791,2947.1240218219523,0.0,1538902
20230903,1531499,165731,0,0,1697230,1706756,1749393,2910.1230214545913,0.0,1531499
20230904,1534826,214081,0,0,1748907,1772156,1818102,2931.6377675285876,0.0,1534826
20230905,1523502,164719,0,0,1688221,1714965,1749333,2918.9861253524314,0.0,1523502
20230909,1779491,34679,0,0,1814170,1814170,1868751,3892.4953436067203,0.0,1779491
20230910,1847025,41043,0,0,1888068,1888068,1946482,3875.5175138296045,0.0,1847025
20230913,1553728,226803,0,0,1780531,1800805,1863779,2934.998466779838,0.0,1553728
20230915,1838803,40026,0,0,1878829,1885628,1951881,3843.019646059593,0.0,1838803
20230923,1906893,129988,0,0,2036881,2036881,2118723,3747.196285224461,0.0,1906893
20230924,1934805,125733,0,0,2060538,2060538,2137104,3738.9538643850633,0.0,1934805
20230926,1859342,27785,0,0,1887127,1900427,1979451,3785.15098774144,0.0,1859342
20230927,1958627,133004,0,0,2091631,2101081,2196285,3717.6777697912444,0.0,1958627
20231007,2042211,198197,0,0,2240408,2258432,2358959,3657.835972265569,0.0,2042211
20231008,2109157,209084,0,0,2318241,2356190,2500206,3682.8358638418845,0.0,2109157
20231011,2211789,245190,0,0,2456979,2515172,2713351,3635.7585178336585,0.0,2211789
20231017,2252312,247234,0,0,2499546,2539936,2703151,3673.795857148298,0.0,2252312
20231021,2615066,24422,0,0,2639488,2660132,3001774,5703.747539995086,56.462376853972415,2615066
20231027,2421728,39841,0,0,2461569,2499350,3190845,5736.453608284477,42.190046219457976,2421728
20231028,2155072,280948,0,0,2436020,2498489,2692434,3651.5996494687092,0.0,2155072
