date,i1,i2,i3,i4,itotal,largetotal,area,length,width,circumference
20230305,136055,0,0,0,136055,256911,439420,970.8243919473799,0.0,136055
20230327,103615,0,0,0,103615,186674,210868,779.3587107359486,0.0,103615
20230413,107290,0,0,0,107290,193342,267369,712.8674491095802,0.0,107290
20230429,40429,0,0,0,40429,141744,124486,412.9600464936045,0.0,40429
20230507,35759,0,0,0,35759,115712,88540,317.2002522067093,0.0,35759
20230510,79634,0,0,0,79634,154126,232652,678.1887642832193,0.0,79634
20230514,44437,0,0,0,44437,130821,92346,796.8663626982883,0.0,44437
20230527,41365,0,0,0,41365,100797,109054,542.5605956941583,0.0,41365
20230530,48961,0,0,0,48961,110779,147272,517.6717106429518,0.0,48961
20230611,68663,0,0,0,68663,125205,267110,618.4690776425285,0.0,68663
20230625,50331,0,0,0,50331,97760,169157,505.2128264405012,0.0,50331
20230704,80344,0,0,0,80344,158299,194997,679.9588222826438,0.0,80344
20230705,80343,0,0,0,80343,156891,206783,679.9588222826438,0.0,80343
20230712,82131,0,0,0,82131,175839,262791,671.0290604735386,0.0,82131
20230714,50241,0,0,0,50241,131830,162155,514.8048173822774,0.0,50241
20230716,95330,0,0,0,95330,176913,227221,713.8207057798197,0.0,95330
20230720,97857,0,0,0,97857,173713,225624,729.0130314335952,0.0,97857
20230722,93913,0,0,0,93913,167352,214568,713.8963510202304,0.0,93913
20230723,95185,0,0,0,95185,170871,219586,715.6675205708304,0.0,95185
20230724,105284,0,0,0,105284,190628,322584,728.9581606649315,0.0,105284
20230725,98039,0,0,0,98039,176053,232440,720.988210721923,0.0,98039
20230729,98528,0,0,0,98528,176668,236248,728.0659310804208,0.0,98528
20230731,105153,0,0,0,105153,189159,276045,732.5407838475617,0.0,105153
20230801,105991,0,0,0,105991,190798,253381,729.8547800761464,0.0,105991
20230808,98999,0,0,0,98999,178358,224622,747.0716163795811,0.0,98999
20230815,108678,0,0,0,108678,194951,263867,764.3088381014575,0.0,108678
20230819,90380,0,0,0,90380,174829,195832,751.3321502504734,0.0,90380
20230821,86898,0,0,0,86898,156941,192253,759.8657776212849,0.0,86898
20230822,121958,0,0,0,121958,215833,327784,820.0609733428363,0.0,121958
20230826,103648,0,0,0,103648,185923,244951,807.1307205155804,0.0,103648
20230828,221641,0,0,0,221641,228576,362888,1324.80640095072,0.0,221641
20230829,233582,0,0,0,233582,241642,411915,1450.7625581052193,0.0,233582
20230831,125900,0,0,0,125900,232142,369277,1010.0970250426441,0.0,125900
20230905,240903,0,0,0,240903,240903,447876,1469.7278659670299,0.0,240903
20230908,259533,0,0,0,259533,259533,512959,1495.7071905958064,0.0,259533
20230912,269219,0,0,0,269219,269219,554224,1491.9731901076507,0.0,269219
20230913,270983,0,0,0,270983,270983,557238,1484.1482405743707,0.0,270983
20230914,237680,0,0,0,237680,237680,503332,1351.6360456868558,0.0,237680
20230918,246864,0,0,0,246864,246864,536835,1382.0709099029616,0.0,246864
20230919,264927,0,0,0,264927,264927,571658,1361.6989388260533,0.0,264927
20230924,263948,0,0,0,263948,263948,568420,1473.8371687537262,0.0,263948
20230925,284345,0,0,0,284345,284345,647147,1448.9955141407443,0.0,284345
20230926,288837,0,0,0,288837,288837,657452,1459.7013393156835,0.0,288837
20230927,321585,0,0,0,321585,321585,837934,1566.3281903866762,0.0,321585
20231001,322843,0,0,0,322843,322843,900972,1496.4090349900991,0.0,322843
20231002,318950,0,0,0,318950,318950,840115,1504.4587066450179,10.770329614269007,318950
20231005,299595,0,0,0,299595,299595,732877,1487.780897847529,0.0,299595
20231008,290413,0,0,0,290413,290413,704327,1487.4743695270854,0.0,290413
20231009,272740,0,0,0,272740,282810,579627,1487.8185373223444,0.0,272740
20231011,346176,0,0,0,346176,346176,887477,1485.7213736094666,17.88854381999832,346176
20231020,336766,0,0,0,336766,336766,892174,1413.3081758767264,4.0,336766
20231021,384287,0,0,0,384287,384287,928304,1589.4275699131433,41.036569057366385,384287
20231025,361666,0,0,0,361666,367769,963422,1535.763002549547,21.633307652783937,361666
20231028,395504,0,0,0,395504,401877,987897,1613.8116370877983,37.73592452822641,395504
20231102,400793,0,0,0,400793,432943,1050398,1613.5922657226638,39.59797974644666,400793
20231103,353152,0,0,0,353152,353152,1043644,1627.9373452316893,54.0,353152
20231111,414173,0,0,0,414173,434333,1048801,1613.8116370877983,35.38361202590826,414173
20231114,362455,0,0,0,362455,384559,1001517,1491.9571039409948,29.732137494637012,362455
20231115,414926,0,0,0,414926,456242,1103384,1620.846692318555,43.86342439892262,414926
20231120,417297,0,0,0,417297,417297,1178618,1617.7119644732804,41.036569057366385,417297
20231128,271089,0,0,0,271089,271089,679325,1402.3651450317782,0.0,271089
20231206,399658,0,0,0,399658,399658,1092172,1579.0832783612143,27.202941017470888,399658
