date,i1,i2,i3,i4,itotal,largetotal,area,length,width,circumference
20210531,114559,67923,0,0,182482,297091,392114,1119.7606887187994,0.0,114559
20210601,90129,21750,0,0,111879,163907,241957,1103.806142400014,0.0,90129
20210602,123211,112865,0,0,236076,310996,350420,1548.2028290892638,0.0,123211
20210607,124650,112692,0,0,237342,324052,416971,1555.090994122209,2.0,124650
20210619,73493,52919,0,0,126412,177193,255265,850.8818954473059,0.0,73493
20210621,88941,53086,0,0,142027,242224,348538,878.3347881075871,0.0,88941
20210630,252709,113611,0,0,366320,384335,492553,1675.724321002712,16.97056274847714,252709
20210707,103438,77246,0,0,180684,241459,338794,1614.9761608147658,0.0,103438
20210709,243686,105577,0,0,349263,373371,481775,1669.6406799069075,17.08800749063506,243686
20210716,131643,88240,0,0,219883,305371,419349,1592.1130613119158,0.0,131643
20210718,271528,111505,0,0,383033,405960,523121,1655.2377472737867,38.47076812334269,271528
20210725,281074,113764,0,0,394838,417653,553068,1649.4023159920687,0.0,281074
20210727,261770,104568,0,0,366338,389044,515720,1655.4805948726791,32.984845004941285,261770
20210729,537712,409,0,0,538121,537712,715240,1860.1784860598727,0.0,537712
20210731,52031,50971,0,0,103002,116460,278870,864.6039555773499,0.0,52031
20210809,415539,1311,0,0,416850,415539,575905,1805.772964688529,0.0,415539
20210811,250822,92673,0,0,343495,353871,504833,1613.6071393000218,0.0,250822
20210819,420398,2131,0,0,422529,420398,607508,1898.0410954455122,2.0,420398
20210820,274142,29282,0,0,303424,314845,467382,1973.5308459712505,51.419840528729765,274142
20210822,367205,2553,0,0,369758,367205,528311,1975.3126334836215,0.0,367205
20210826,330355,117872,0,0,448227,472174,654690,1605.4407494516888,0.0,330355
20210828,533679,795,0,0,534474,533679,736736,1865.0983888256405,0.0,533679
20210901,329227,121013,0,0,450240,474304,650385,1595.4497798426623,0.0,329227
20210903,286512,88592,0,0,375104,385825,567512,1609.795018006951,0.0,286512
20210907,537606,1400,0,0,539006,537606,735352,1861.9871105891148,0.0,537606
20210913,352283,125473,0,0,477756,514494,704118,1583.2144516773462,2.0,352283
20210914,580792,9783,0,0,590575,590575,801778,1903.5986972048495,0.0,580792
20210925,368460,3850,0,0,372310,368460,511854,1576.0025380690222,0.0,368460
20211010,966172,4785,0,0,970957,966172,1240871,2201.922796103442,0.0,966172
20211014,917572,4827,0,0,922399,917572,1182804,2231.4345161801184,0.0,917572
20211024,703238,34641,0,0,737879,744187,1014763,1926.5969998938542,0.0,703238
20211031,710348,40129,0,0,750477,768723,1036037,1964.9702287821056,0.0,710348
20211104,959706,10809,0,0,970515,970515,1279250,2546.9055734361255,0.0,959706
