date,i1,i2,i3,i4,itotal,largetotal,area,length,width,circumference
20220117,516347,448837,0,0,965184,965184,972699,1572.1590250353174,0.0,516347
20220321,505364,385611,0,0,890975,890975,908254,1565.856953875417,0.0,505364
20220408,503568,377515,0,0,881083,881083,895045,1564.9217232820306,0.0,503568
20220506,503658,378156,0,0,881814,881814,888568,1562.9766472983529,0.0,503658
20220521,510524,406560,0,0,917084,917084,939773,1563.4436350569215,0.0,510524
20220523,511411,445036,0,0,956447,956447,974878,1572.1590250353174,0.0,511411
20220525,500542,373551,0,0,874093,925875,923214,1557.1422542593853,0.0,500542
20220528,508994,437589,0,0,946583,952923,966258,1563.4436350569215,0.0,508994
20220529,514778,457699,0,0,972477,982475,1011733,1579.4087501340493,0.0,514778
20220618,512476,426709,0,0,939185,939185,1004575,1570.2152718656127,0.0,512476
20220621,536368,507321,0,0,1043689,1043689,1174585,1639.5511580917505,0.0,536368
20220623,524711,500214,0,0,1024925,1024925,1129261,1656.5228643154915,0.0,524711
20220624,526128,489723,0,0,1015851,1015851,1129033,1652.1597985667124,0.0,526128
20220625,541786,514383,0,0,1056169,1067988,1190498,1646.7228060605707,0.0,541786
20220628,538862,520721,0,0,1059583,1071785,1195691,1646.5977043589003,0.0,538862
20220629,528724,514549,0,0,1043273,1055511,1174036,1652.3922052587877,0.0,528724
20220704,571711,532303,0,0,1104014,1104014,1244558,1735.0008645530986,0.0,571711
20220707,590084,542424,0,0,1132508,1132508,1274898,1816.8632309560344,0.0,590084
20220710,598778,549231,0,0,1148009,1148009,1283885,1823.5108993367712,0.0,598778
20220711,609205,3569,0,0,612774,609205,1315540,1800.5610236812304,0.0,609205
20220712,623321,5401,0,0,628722,623321,1375014,2016.5574626079963,0.0,623321
20220714,629005,2680,0,0,631685,629005,1405569,2007.1282968460187,0.0,629005
20220717,634571,222,0,0,634793,634571,1393149,1995.8206332233365,0.0,634571
20220719,643157,284,0,0,643441,643157,1430252,1995.1501196651845,0.0,643157
20220721,611875,3228,0,0,615103,611875,1363862,1790.4021894535317,0.0,611875
20220722,623335,4412,0,0,627747,623335,1422203,1784.8809484108458,0.0,623335
20220724,628399,2751,0,0,631150,628399,1430493,1950.4932709445577,0.0,628399
20220725,621938,2549,0,0,624487,621938,1378302,1946.0657748390727,0.0,621938
20220727,634978,56,0,0,635034,634978,1449369,1992.0532121406798,0.0,634978
20220728,628219,2632,0,0,630851,628219,1389332,1991.9287135838972,0.0,628219
20220729,624951,2394,0,0,627345,624951,1371026,1948.5964179377936,0.0,624951
20220730,625661,2544,0,0,628205,625661,1384693,1995.700378313338,0.0,625661
20220731,641511,222,0,0,641733,641511,1469784,2002.6901907184745,0.0,641511
20220801,624554,2578,0,0,627132,624554,1412611,1972.6581051971475,0.0,624554
20220802,624455,364,0,0,624819,624455,1359242,1991.2629158400957,0.0,624455
20220803,638072,357,0,0,638429,638072,1410383,1993.2656621735098,0.0,638072
20220807,619185,2625,0,0,621810,619185,1338974,2013.451762521268,0.0,619185
20220811,42,36,0,0,78,0,3183306,14.422205101855956,0.0,42
20220817,622973,3706,0,0,626679,622973,1396620,1794.485998830863,0.0,622973
20220823,634868,221,0,0,635089,634868,1408066,2001.7612245220457,0.0,634868
20220824,577281,3705,0,0,580986,577281,1273484,1611.0530717515173,0.0,577281
20220830,606383,2773,0,0,609156,606383,1290640,2025.692967850755,0.0,606383
20220831,632098,2240,0,0,634338,632098,1384814,2012.2355726902356,0.0,632098
20220902,642767,794,0,0,643561,642767,1452978,1994.424227690789,0.0,642767
20220904,651593,392,0,0,651985,651593,1443524,1995.8076059580492,0.0,651593
20220910,567625,8592,0,0,576217,576217,1316266,1708.8627797456413,0.0,567625
20220916,623218,8784,0,0,632002,632002,1349730,1821.0425585361809,0.0,623218
20220917,700703,348,0,0,701051,700703,1656737,2027.219771016453,0.0,700703
20220920,691465,784,0,0,692249,691465,1534785,2034.6213406921693,0.0,691465
20220924,632403,110,0,0,632513,632403,1477999,1999.0497742677644,0.0,632403
20220925,641624,99,0,0,641723,641624,1427494,1978.5257137575948,0.0,641624
20220928,647648,171,0,0,647819,647648,1441356,1979.4140547141722,0.0,647648
20221005,660424,1629,0,0,662053,660424,1482142,1991.9287135838972,0.0,660424
20221013,617523,6250,0,0,623773,623773,1392855,1827.5404236295294,0.0,617523
20221019,661397,6683,0,0,668080,668080,1542254,1977.154521022573,0.0,661397
20221031,610941,3756,0,0,614697,610941,1432811,1812.9147801261922,0.0,610941
20221103,600379,5518,0,0,605897,600379,1337309,1821.4027561195794,0.0,600379
20221105,627480,3245,0,0,630725,627480,1413874,1791.7365877829252,0.0,627480
20221106,589617,1580,0,0,591197,589617,1356955,1639.4852850818759,0.0,589617
20221109,619560,2374,0,0,621934,619560,1458280,1768.6978260856206,0.0,619560
20221120,637485,2722,0,0,640207,637485,1402137,1990.0432156111585,0.0,637485
