date,max,min
20230702,1740.50682273871,6.0
20230704,1642.4883561231113,6.0
20230705,1568.9397693984301,6.0
20230706,1491.3953198263698,6.0
20230708,1559.134375222354,6.0
20230709,1625.601427164728,6.0
20230711,1614.7135968957468,6.0
20230714,1489.22127301486,6.0
20230717,1614.4014370657628,6.0
20230720,1527.0913528666188,6.0
20230722,1598.5806204255073,6.0
20230723,1603.4375572500476,6.0
20230724,1570.2241878152304,6.0
20230725,1599.5711925388005,6.0
20230726,1501.1515579714128,6.0
20230728,1521.0207099181787,6.0
20230730,1556.4074016786221,6.0
20230802,1545.6377324586765,6.0
20230805,1536.5741114570426,6.0
20230807,1530.0,6.0
20230809,1478.0595387196013,6.0
20230810,1520.8550226763891,6.0
20230812,1538.4004680186495,6.0
20230816,1434.4141661319438,6.0
20230818,1481.2589240237508,6.0
20230821,1481.2103159241094,6.0
20230822,1469.8163150543676,6.0
20230827,1698.1166037701887,6.0
20230901,1477.755054127713,6.0
20230907,1451.4048367013252,6.0
20230910,1471.2239802287074,6.0
20230913,1464.4548473749542,6.0
20230914,1437.8609112149895,6.0
20230921,1419.618258546994,6.0
20230922,1441.2244793924367,6.0
20230924,1430.493621097277,6.0
20230927,1309.8289964724404,6.0
20231009,1119.8321302766767,6.0
20231011,1047.133229345722,6.0
20231013,1192.416034779808,6.0
20231017,1175.0965917744804,6.0
20231029,1032.2790320451154,6.0
