date,max,min
20230701,1566.5631171453006,6.0
20230702,1534.8745877106703,6.0
20230703,1676.7933683074966,6.0
20230704,1500.9237155831738,6.0
20230705,1671.1481083374988,6.0
20230706,1670.7279850412515,6.0
20230709,1656.9562456504395,6.0
20230710,1626.708332799706,6.0
20230711,1416.1652445954178,6.0
20230712,1380.0130434166194,6.0
20230713,1426.5623014786281,6.0
20230714,1618.6772377469206,6.0
20230721,1572.0687007888682,6.0
20230722,1579.2770497920876,6.0
20230723,1571.0493308613832,6.0
20230724,1552.7137534007998,6.0
20230725,1567.194946393077,6.0
20230726,1567.57392170194,6.0
20230728,1415.1989259464551,6.0
20230730,1575.6712855161131,6.0
20230731,1510.7733119167813,6.0
20230801,1556.0488424210853,6.0
20230802,1558.7648956786265,6.0
20230804,1482.2428950748929,6.0
20230806,1493.505942405319,6.0
20230815,1500.3599568103648,6.0
20230818,1488.9795163131023,6.0
20230821,1470.5876376469373,6.0
20230823,1491.7211535672477,6.0
20230830,1477.4748728827844,6.0
20230901,1479.8486409089276,6.0
20230902,1455.5782356163477,6.0
20230904,1467.7942635124311,6.0
20230906,1466.7637846633656,6.0
20230907,1429.9272708777883,6.0
20230908,1454.427722508066,6.0
20230909,1385.2075656738234,6.0
20230910,1404.2179318040346,6.0
20230911,1415.6185927007316,6.0
20230921,1448.1022063376604,6.0
20230922,1415.6185927007316,6.0
20230925,1415.6185927007316,6.0
20230929,1412.2322755127784,6.0
20231001,1415.5168667310186,6.0
20231004,1387.2980934175612,6.0
20231007,1387.868869886489,6.0
20231008,1389.7481786280564,6.0
20231009,1375.2701552785911,6.0
20231018,1401.4463956926788,6.0
20231020,856.5722386348978,6.0
20231021,1403.5896836326492,6.0
