date,max,min
20230701,1711.2206169866001,6.0
20230702,1713.6172268041657,6.0
20230703,1644.6239691795813,6.0
20230704,1721.592286228072,6.0
20230706,1512.6308207887341,6.0
20230708,1611.0530717515173,6.0
20230709,1601.64040908064,6.0
20230712,1610.9748601390402,6.0
20230713,1602.9098539843094,6.0
20230714,1599.6162039689393,6.0
20230720,1532.9618390553628,6.0
20230721,1551.8556633914122,6.0
20230722,1546.8949544167504,6.0
20230723,1540.3648918356976,6.0
20230724,1530.4822769310333,6.0
20230728,1539.6168354496517,6.0
20230729,1518.3319795090927,6.0
20230731,1489.2817060583266,6.0
20230801,1483.505308382818,6.0
20230802,1478.875248288374,6.0
20230804,1458.0123456267438,6.0
20230805,1451.206394693739,6.0
20230806,1467.843315888995,6.0
20230811,1455.7266226871034,6.0
20230815,1444.2562099572222,6.0
20230816,1280.6029829732554,6.0
20230818,1429.8265629089424,6.0
20230820,1381.3688862863532,6.0
20230821,999.5358923020224,6.0
20230823,1416.1652445954178,6.0
20230904,1355.322839769182,6.0
20230906,1315.2049269980705,6.0
20230908,1310.4197800704933,6.0
20230909,1298.7748072702982,6.0
20230910,1370.694714369323,6.0
20230924,1303.4922324279496,6.0
20230925,1217.8817676605559,6.0
20230928,1285.2050420069165,6.0
20230929,1289.8883672628417,6.0
20231002,1282.2885790647908,6.0
20231005,1263.837014808476,6.0
20231007,1303.6027002119931,6.0
20231009,1276.9291288086429,6.0
20231015,1300.0076922849341,6.0
20231018,1276.6612706587443,6.0
20231028,1246.2680289568532,6.0
