date,max,min
20230504,2885.3076092507017,6.0
20230510,2889.017133905578,6.0
20230529,2902.1957204847504,6.0
20230606,2547.824954740808,6.0
20230625,2891.5393824051575,6.0
20230629,2236.720814048995,6.0
20230630,2346.0690526921835,6.0
20230706,2903.485491611763,6.0
20230711,2589.40147524481,6.0
20230713,2269.6343317812234,6.0
20230717,2885.6507065131773,6.0
20230720,2395.6235096525497,6.0
20230721,2890.0823517678523,6.0
20230723,2887.8704957113296,6.0
20230724,2889.048286200838,6.0
20230725,2442.6190861450336,6.0
20230727,2465.1531392593033,6.0
20230728,2494.8025974012453,6.0
20230729,2884.527690974729,6.0
20230730,2879.2061405880613,6.0
20230731,2888.300538378927,6.0
20230808,2887.2907716404316,6.0
20230810,2879.2061405880613,6.0
20230812,2691.1187264778937,6.0
20230814,2886.024947917117,6.0
20230816,2873.8058389529383,6.0
20230817,2864.6905592053045,6.0
20230818,2701.852697687274,6.0
20230819,2672.5538348179252,6.0
20230825,2688.5423559988785,6.0
20230830,2835.6650013709304,6.0
20230903,2253.6051118152886,6.0
20230904,2218.815900429777,6.0
20230908,1703.9366185395513,6.0
20230909,1643.4415109762804,6.0
20230924,1270.37159917876,6.0
20230926,1268.953899871859,6.0
20230930,1294.2766319454277,6.0
20231001,1142.5235227337773,6.0
20231002,1129.2918134831227,6.0
20231008,1135.5069352496266,6.0
20231013,1158.233137153311,6.0
20231021,1129.2918134831227,6.0
20231027,1130.9323587200076,6.0
20231105,1104.2934392633147,6.0
20231110,858.8177920839787,6.0
20231206,1195.9431424612126,6.0
