date,max,min
20230702,2426.404747769836,6.0
20230722,2423.0270324534144,6.0
20230723,2419.6594801748447,6.0
20230724,2013.1140057135365,6.0
20230725,2421.8158476647227,6.0
20230727,2415.624142949395,6.0
20230802,2421.2434821801794,6.0
20230804,2391.01317436772,6.0
20230806,2418.0074441572756,6.0
20230814,2419.6074061715053,6.0
20230820,2382.9972723442215,6.0
20230822,2391.01317436772,6.0
20230824,2375.0073684096224,6.0
20230825,2369.939239727466,6.0
20230827,2381.584346606267,6.0
20230828,2363.1546711969577,6.0
20230831,2336.659153578031,6.0
20230901,2351.0584850232885,6.0
20230902,2072.363867664171,6.0
20230910,2137.794190281188,6.0
20230915,2157.0396380224447,6.0
20230924,2268.9283814170954,6.0
20230927,1867.7066150763617,6.0
20231004,1869.2287179475923,6.0
20231005,1871.355658339697,6.0
20231008,1884.2006262603777,6.0
20231009,1846.9574981574428,6.0
20231025,1870.393541477301,6.0
20231028,1848.7887926964506,6.0
