date,max,min
20230702,1719.7825443933311,6.0
20230711,1715.7272510512853,6.0
20230716,2394.6089451098273,6.0
20230719,1974.0820651634522,6.0
20230720,1993.3369007771867,6.0
20230721,2025.3444151551114,6.0
20230722,2058.708332911683,6.0
20230723,2044.1340464852105,6.0
20230724,2389.2735297575286,6.0
20230725,2403.215346156062,6.0
20230726,2401.0797571092885,6.0
20230729,1703.2075622190032,6.0
20230801,2250.647906714864,6.0
20230804,2386.099746448165,6.0
20230805,2385.6546271411544,6.0
20230808,1741.4580098296944,6.0
20230811,1716.1258695095767,6.0
20230812,2071.217033533666,6.0
20230814,2406.269311610818,6.0
20230817,2398.6346116071954,6.0
20230820,2400.8173608169363,6.0
20230822,2400.0,6.0
20230825,1917.9739310011487,6.0
20230827,1960.8620553215874,6.0
20230830,1521.3047032070858,6.0
20230902,2013.757681549595,6.0
20230903,2287.2673652199037,6.0
20230904,2019.0423472527762,6.0
20230905,1882.8244740283149,6.0
20230909,1963.2839835337118,6.0
20230910,1834.71523676019,6.0
20230913,1856.629203691464,6.0
20230915,1685.7437527690856,6.0
20230923,1688.4004264391788,6.0
20230924,1675.2361027628315,6.0
20230926,1693.531222032827,6.0
20230927,1676.4390832953043,6.0
20231007,1537.1362984459122,6.0
20231008,1489.6684194813288,6.0
20231011,1493.3733625587408,6.0
20231017,1489.2817060583266,6.0
20231021,990.7815097184647,6.0
20231027,1212.5493804377618,6.0
20231028,1485.7361811573412,6.0
