date,max,min
20230701,1579.3796250426935,6.0
20230703,1575.2714051870553,6.0
20230704,1572.8928761997745,6.0
20230705,1573.3505648773892,6.0
20230708,1584.284065437761,6.0
20230709,1525.5700573883848,6.0
20230710,1575.2714051870553,6.0
20230711,1528.3049433931697,6.0
20230712,1561.6721807088709,6.0
20230713,1552.8296751414819,6.0
20230717,1491.0935584328704,6.0
20230720,1489.3179647073355,6.0
20230721,1480.7363033302047,6.0
20230722,1451.206394693739,6.0
20230723,1456.270579253732,6.0
20230725,1460.4177484541879,6.0
20230726,1460.6765555727934,6.0
20230728,1455.6400654007844,6.0
20230802,1444.4431452985611,6.0
20230805,1418.6669799498402,6.0
20230811,1417.8293268232253,6.0
20230818,1375.7805057493729,6.0
20230822,1414.1810350870924,6.0
20230823,1197.7478866606277,6.0
20230825,1372.6762181956822,6.0
20230828,1350.3332921912279,6.0
20230829,1359.023178610284,6.0
20230830,1368.2105101189654,6.0
20230901,1356.1194637641627,6.0
20230903,1354.7250643580785,6.0
20230904,1344.1205303096892,6.0
20230909,1337.1925814930323,6.0
20230910,1274.601114074517,6.0
20230913,1300.8797023552945,6.0
20230914,1273.612185871351,6.0
20230915,1290.0,6.0
20230923,1277.2673956537055,6.0
20230924,1296.0555543648584,6.0
20230925,1300.8935390722793,6.0
20230928,1257.6692729012664,6.0
20230929,1286.7027628788244,6.0
20231001,1034.9434767174484,6.0
20231004,1281.4881973705415,6.0
20231007,1167.674612210097,6.0
20231008,1265.3315770974816,6.0
20231009,1286.0171071957013,6.0
20231013,1259.4856092865848,6.0
20231018,1269.7905339070692,6.0
20231021,1289.218367849295,6.0
20231028,620.2096419760015,6.0
20231029,1256.7529590178015,6.0
