date,max,min
20230701,2177.4379440066714,6.0
20230705,2189.5643402284395,6.0
20230707,2184.1977932412624,6.0
20230708,2191.2407444185587,6.0
20230709,2197.622351542685,6.0
20230710,2184.1977932412624,6.0
20230711,2189.5643402284395,6.0
20230713,2197.614160857178,6.0
20230717,2206.3771209836273,6.0
20230719,2165.7340556956665,6.0
20230720,2109.885304939584,6.0
20230721,2177.4379440066714,6.0
20230722,2120.7262906843966,6.0
20230724,1985.4923822568546,6.0
20230725,1986.5799757371965,6.0
20230726,2093.4583826768567,6.0
20230727,2077.152859083799,6.0
20230729,2109.1429539033147,6.0
20230730,2084.9719422572575,6.0
20230802,1977.7168654789798,6.0
20230805,2026.3040245728182,6.0
20230806,2068.89535743111,6.0
20230808,1980.0090908882212,6.0
20230810,1974.3282401870265,6.0
20230811,1991.1052207254143,6.0
20230812,2189.8356102684966,6.0
20230816,2063.0317496345033,6.0
20230817,1996.3687034212894,6.0
20230819,1975.5404323880593,6.0
20230825,1979.2816878857843,6.0
20230826,2194.9259668608415,6.0
20230830,1967.6798520084512,6.0
20230904,1977.7168654789798,6.0
20230906,2132.8375465562303,6.0
20230908,2159.066464933398,6.0
20230909,1967.6432603498022,6.0
20230913,1973.3524773846157,6.0
20230914,1873.4801840425212,6.0
20230915,1887.4077460898584,6.0
20230919,1817.8712825720086,6.0
20230926,2153.598848439514,6.0
20231016,1710.4210008065265,6.0
20231017,1765.4687762744488,6.0
20231025,1153.4053927392572,6.0
