date,max,min
20230709,2020.8602128796538,6.0
20230710,2028.8607640742625,6.0
20230712,1842.5862259335383,6.0
20230713,2028.0798800836224,6.0
20230717,1856.4934688815902,6.0
20230720,1855.0870599516347,6.0
20230721,1897.5658091354828,6.0
20230723,2039.9735292400244,6.0
20230725,1904.3077482381887,6.0
20230726,1827.4408335155476,6.0
20230728,2034.3185591248975,6.0
20230729,1999.7649861921273,6.0
20230805,1974.6564258118424,6.0
20230812,1926.4578894956412,6.0
20230814,2010.0805953990998,6.0
20230816,1952.656651846402,6.0
20230817,1948.7072638033655,6.0
20230819,1962.0091742904772,6.0
20230820,1940.3762521737892,6.0
20230824,2028.0088757202225,6.0
20230825,1964.823656209381,6.0
20230827,1854.0388345447352,6.0
20230829,1987.1235492540468,6.0
20230903,1857.9472543643428,6.0
20230904,1856.74553991655,6.0
20230906,1822.2326964468616,6.0
20230908,1808.1515423216053,6.0
20230909,1808.5496951977846,6.0
20230912,1800.6098966739019,6.0
20230914,1730.3005519273233,6.0
20230915,1719.0287955703361,6.0
20230925,1697.1411255402422,6.0
20230926,1597.0597985047398,6.0
20230927,1594.3864023504466,6.0
20230929,1779.7460493002927,6.0
20231008,1530.7880323545778,6.0
20231013,1469.938774235172,6.0
20231017,1502.6975743641833,6.0
20231025,1431.8896605534937,6.0
20231027,1432.5431930660939,6.0
20231028,1501.511238719178,6.0
