date,max,min
20230701,1952.5183737931893,6.0
20230702,1942.8329830430612,6.0
20230704,1925.1680446132489,6.0
20230705,1882.1647111770003,6.0
20230707,2026.0552805883653,6.0
20230709,2022.7476362611328,6.0
20230710,2032.973192149862,6.0
20230712,1726.6036024519353,6.0
20230717,1552.7137534007998,6.0
20230719,1602.4044433288368,6.0
20230720,1608.7610139483118,6.0
20230721,1621.1107303327556,6.0
20230722,1667.9676255851011,6.0
20230723,1612.9290126970873,6.0
20230724,1614.0446090489568,6.0
20230725,1625.0366149721058,6.0
20230726,1595.7405804202638,6.0
20230727,1574.7456937550267,6.0
20230728,1571.2784603627708,6.0
20230729,1534.8042220426682,6.0
20230731,1533.2318807016766,6.0
20230801,1544.4610710535894,6.0
20230802,1541.0775450962874,6.0
20230804,1538.0260075824465,6.0
20230805,1537.5578037914543,6.0
20230806,1520.0381574157932,6.0
20230807,1531.9634460391019,6.0
20230810,1537.8738569856764,6.0
20230815,1442.1234343841722,6.0
20230816,1391.0815935810522,6.0
20230820,1273.7111132435016,6.0
20230821,1446.3111698386347,6.0
20230823,1424.9842104388385,6.0
20230824,1432.8824096903418,6.0
20230827,1427.5461463644529,6.0
20230828,1356.6502865514017,6.0
20230829,1349.7866498080355,6.0
20230830,1333.5936412565861,6.0
20230901,1333.8500665367153,6.0
20230904,1258.5992213568227,6.0
20230906,1158.3885358548746,6.0
20230908,1159.879304065729,6.0
20230909,1142.0350257325736,6.0
20230910,1194.7384651043926,6.0
20230911,1153.6550610992872,6.0
20230915,1227.9495103627023,6.0
20230916,1222.0720109715303,6.0
20230918,1231.637933810095,6.0
20230919,1172.5971175130867,6.0
20230921,1162.576449099155,6.0
20230922,1163.3348615080697,6.0
20230923,1148.4946669445183,6.0
20230925,1150.6241784353394,6.0
20230926,1117.9499094324397,6.0
20230927,1135.6971427277608,6.0
20230928,1144.2394854225229,6.0
20231001,1116.0161289157072,6.0
20231002,1140.3315307400737,6.0
20231003,1105.2058631766301,6.0
20231004,1140.9785274053145,6.0
20231006,1100.7670053194727,6.0
20231007,1089.243774368254,6.0
20231008,1135.015418397477,6.0
20231009,1113.6426715962352,6.0
20231011,1135.015418397477,6.0
20231013,1108.4583889348305,6.0
20231017,1128.0159573339379,6.0
20231018,1157.5491350262416,6.0
20231020,1149.1527313634163,6.0
20231021,1143.7989333794642,6.0
20231025,1074.8209153156631,6.0
