date,max,min
20230701,1453.4620738086014,6.0
20230702,1614.7135968957468,6.0
20230703,1448.8726652125092,6.0
20230704,1441.5616532080755,6.0
20230705,1448.8726652125092,6.0
20230706,1595.2328983568511,6.0
20230707,1590.9959145139248,6.0
20230710,1581.9304662342147,6.0
20230711,1586.225709033869,6.0
20230712,1583.4658190185223,6.0
20230723,1503.0688606980054,6.0
20230724,1507.4813431681334,6.0
20230725,1519.0786681406594,6.0
20230726,1514.6762030216228,6.0
20230727,1492.6861692934654,6.0
20230729,1482.8742360699373,6.0
20230731,1401.3307960649406,6.0
20230801,1480.7363033302047,6.0
20230802,1420.1887198538088,6.0
20230807,1486.6566516852504,6.0
20230810,1432.8321604430855,6.0
20230817,1390.2014242547734,6.0
20230819,1413.8246001537814,6.0
20230821,1413.5699487467891,6.0
20230823,1409.1955151787845,6.0
20230824,1410.0127658996566,6.0
20230828,1402.640367307315,6.0
20230901,1404.5255426655651,6.0
20230903,1383.2049739644517,6.0
20230904,1381.7336935893254,6.0
20230908,1372.2696528015185,6.0
20230909,1381.2125108034606,6.0
20230915,1388.4394117137413,6.0
20230919,1384.0375717443512,6.0
20230921,1387.3499918910152,6.0
20230922,1382.1635214402093,6.0
20230928,1377.232006598743,6.0
20231002,1383.751422763496,6.0
20231004,1358.2415101888178,6.0
20231005,1368.2236659260063,6.0
20231007,1192.793360142485,6.0
20231008,1362.3303564113955,6.0
20231009,1296.7359021790057,6.0
20231015,1364.2712340293626,6.0
20231019,1376.735268670052,6.0
20231021,1379.034444819998,6.0
20231024,1363.2021126744194,6.0
