date,max,min
20230701,2055.2780833746074,6.0
20230704,1957.8488194955196,6.0
20230706,2046.562972400312,6.0
20230710,2052.6402509938266,6.0
20230711,2054.8401397675684,6.0
20230713,2044.389395394136,6.0
20230715,2057.7900767571023,6.0
20230717,2056.2499848024313,6.0
20230720,2040.1411715859272,6.0
20230723,2042.2752018276087,6.0
20230724,2045.8152409247518,6.0
20230727,2046.562972400312,6.0
20230728,2035.4154367106485,6.0
20230729,2046.1407576215279,6.0
20230730,2034.1415879923404,6.0
20230731,2053.2627693502845,6.0
20230801,2045.8944254286437,6.0
20230802,2036.0785839451285,6.0
20230803,2031.6978121758168,6.0
20230804,2055.5057771750485,6.0
20230805,2023.744054963473,6.0
20230808,2041.7286793303365,6.0
20230810,1992.1536085352454,6.0
20230812,1902.3879730486103,6.0
20230818,2022.5696526943148,6.0
20230825,1972.0385391771633,6.0
20230828,1969.9197953216267,6.0
20230901,1668.2373931788006,6.0
20230902,1825.1936883520061,6.0
20230904,1916.4060112617053,6.0
20230909,1901.4604913066169,6.0
20230910,1865.5465687031242,6.0
20230914,1824.9865752930896,6.0
20230919,1807.4446049602736,6.0
20230925,1743.121338289449,6.0
20230927,1383.517256849368,6.0
20230930,1708.4413949562334,6.0
20231001,1565.8160811538498,6.0
20231002,1553.9536672629592,6.0
20231005,1559.3190821637502,6.0
20231009,1559.3190821637502,6.0
20231011,1533.1144771346985,6.0
20231021,1524.1535355731062,6.0
20231025,1525.1452389854549,6.0
20231028,1529.3528042933717,6.0
