date,max,min
20230701,1790.4747973652127,6.0
20230702,1739.016963689544,6.0
20230703,1846.8015594535327,6.0
20230704,1621.8211985296036,6.0
20230705,1699.0597399738479,6.0
20230706,1634.8321014709738,6.0
20230710,1680.0857120992368,6.0
20230711,1614.2787863315307,6.0
20230712,1697.2471829406581,6.0
20230713,1684.152012141422,6.0
20230714,1671.7511776577278,6.0
20230719,1633.5544068074378,6.0
20230721,1600.4261932372888,6.0
20230723,1573.0645250592868,6.0
20230724,1617.2198366332264,6.0
20230725,1610.192535071505,6.0
20230727,1589.8075355212027,6.0
20230728,1637.7802050336304,6.0
20230729,1638.0439554541874,6.0
20230730,1559.873071759366,6.0
20230731,1572.7326536954715,6.0
20230801,1600.876010189421,6.0
20230804,1611.901982131668,6.0
20230805,1586.4753386044172,6.0
20230806,1445.0411758839261,6.0
20230812,1577.0415340123418,6.0
20230815,1592.5451327984397,6.0
20230816,1548.8486046092432,6.0
20230821,1504.13430251424,6.0
20230823,1551.6004640370534,6.0
20230904,1440.799777901149,6.0
20230905,1204.9846472051004,6.0
20230907,1219.2997990650208,6.0
20230909,1245.834659976997,6.0
20230910,1214.5517691724795,6.0
20230912,1467.3649852712174,6.0
20230923,1188.696765369537,6.0
20230924,1205.0892083161314,6.0
20230926,1192.3556516409021,6.0
20230927,1202.2179502902127,6.0
20230928,1141.1047278843428,6.0
20230929,1175.8316205987999,6.0
20231002,1173.8091838114065,6.0
20231004,1351.2660729848876,6.0
20231005,1108.6370010061905,6.0
20231007,1160.0499989224602,6.0
20231008,1109.675628280625,6.0
20231009,1148.4476479143486,6.0
20231011,1102.5806092980233,6.0
20231018,1054.720816140461,6.0
20231020,1085.0050691125825,6.0
20231021,748.3421677281056,6.0
20231027,1089.888067647316,6.0
20231028,1083.6106311770848,6.0
20231029,1101.9437372207349,6.0
