date,max,min
20230702,1632.4962480814465,6.0
20230703,1633.9840880498195,6.0
20230704,1651.123254030419,6.0
20230705,1647.8495076917675,6.0
20230707,1656.184772300482,6.0
20230708,1673.494547346958,6.0
20230709,1659.2359687518829,6.0
20230710,1636.7247783301873,6.0
20230711,1647.652876063402,6.0
20230712,1646.068042336039,6.0
20230714,1307.5182599107363,6.0
20230717,1659.5180023127195,6.0
20230721,1645.4993163170866,6.0
20230724,1646.8551848902805,6.0
20230725,1645.1164092549805,6.0
20230726,1652.4527224704493,6.0
20230728,1645.8165146819983,6.0
20230729,1679.357019814429,6.0
20230730,1057.37978040059,6.0
20230802,1647.5436261295176,6.0
20230804,1652.3546834744652,6.0
20230805,1653.2694880145823,6.0
20230807,1643.6495976941073,6.0
20230810,1644.0109488686503,6.0
20230815,1467.7452094965256,6.0
20230818,1298.345100502944,6.0
20230820,1530.0,6.0
20230821,1657.4124411262273,6.0
20230822,1674.3763017912074,6.0
20230823,1387.1942906456902,6.0
20230824,1384.0375717443512,6.0
20230827,1326.0,6.0
20230829,1293.8454312629465,6.0
20230903,1285.022956993376,6.0
20230904,1314.8764200486676,6.0
20230905,1290.7672137143863,6.0
20230907,1242.463681561759,6.0
20230908,1284.0560735419617,6.0
20230916,1285.3030770989385,6.0
20230919,1271.3772060250253,6.0
20230922,1274.8411665772328,6.0
20230923,1275.6880496422314,6.0
20230924,1274.8411665772328,6.0
20230925,1285.3170815016815,6.0
20230926,1070.0373825245547,6.0
20230927,1263.965189394075,6.0
20230928,1269.2942921166864,6.0
20231002,1273.4991166074674,6.0
20231003,1267.7618072808473,6.0
20231014,1166.2401124982796,6.0
20231024,936.0961489077924,6.0
20231028,779.0070603017664,6.0
