date,max,min
20230701,1681.4136909160698,6.0
20230702,1683.4357724605952,6.0
20230703,1669.0032953832056,6.0
20230704,1656.7932882529433,6.0
20230705,1582.9655713249103,6.0
20230706,1576.1281673772598,6.0
20230707,1562.6976674968196,6.0
20230708,1501.1515579714128,6.0
20230709,1648.5921266341168,6.0
20230711,1564.5395488769213,6.0
20230717,1581.1906905873184,6.0
20230719,1403.7692118008572,6.0
20230720,1612.7058008204722,6.0
20230721,1554.7411360094643,6.0
20230725,1637.2965522470265,6.0
20230726,1637.0216858673557,6.0
20230727,1459.4930626762157,6.0
20230728,1642.2472408258143,6.0
20230729,1501.1635487181268,6.0
20230731,1632.7277789025334,6.0
20230801,1641.4688544105854,6.0
20230804,1203.8338755825075,6.0
20230805,1469.6081110282428,6.0
20230806,1463.3728164756922,6.0
20230807,1237.8772152358247,6.0
20230811,1426.2973042111523,6.0
20230815,1315.0817465085584,6.0
20230816,1382.5020795644396,6.0
20230822,1391.5861453751254,6.0
20230823,1374.1178988718543,6.0
20230824,1398.1158750261009,6.0
20230829,1394.532179621539,6.0
20230830,1387.3499918910152,6.0
20230902,1083.7435120913065,6.0
20230905,1370.3795094790348,6.0
20230906,1321.9621779763595,6.0
20230908,1378.8647504378375,6.0
20230909,1304.9827585067935,6.0
20230911,1451.8760277654565,6.0
20230916,1368.3815257449219,6.0
20230919,1388.4394117137413,6.0
20230921,985.2613866380839,6.0
20230922,1306.4715840767453,6.0
20230923,1311.3809515163778,6.0
20230926,1093.9926873613003,6.0
20230928,1074.8209153156631,6.0
20231001,1083.7435120913065,6.0
20231002,1095.7025143714875,6.0
20231004,898.0979901992878,6.0
20231007,1285.5831361681749,6.0
20231009,1286.6468046826217,6.0
20231018,1091.7032563842613,6.0
20231021,1278.7321846266325,6.0
20231028,1262.3692011452117,6.0
20231029,1115.0479810304128,6.0
