date,max,min
20230710,2752.2281882140514,6.0
20230717,2748.7728170949304,6.0
20230723,2731.1865553271896,6.0
20230724,2740.3123909510755,6.0
20230725,2699.2065500809676,6.0
20230728,2747.587305255285,6.0
20230729,2740.2664104061123,6.0
20230801,2575.9572977827097,6.0
20230802,2740.167878068787,6.0
20230804,2681.060238040168,6.0
20230805,2669.8921326525533,6.0
20230812,2682.2684429415335,6.0
20230817,2649.698096010185,6.0
20230818,2643.0323494047516,6.0
20230819,2660.497697800169,6.0
20230825,2687.3570659664856,6.0
20230827,2569.009147511935,6.0
20230901,2622.6246395548105,6.0
20230902,2700.0933317202202,6.0
20230903,2692.4761837386786,6.0
20230904,2691.3327553463173,6.0
20230908,2625.176565490405,6.0
20230909,2584.7746516862935,6.0
20230910,2582.4337358391213,6.0
20230914,2473.7032966788884,6.0
20230919,2311.7759407001363,6.0
20230925,2484.181152814746,6.0
20230926,1995.0067669058167,6.0
20231003,1200.0149999062512,6.0
20231005,1504.9956810569258,6.0
20231006,1438.0611948036149,6.0
20231009,1468.3460082691681,6.0
20231011,1461.0954794263105,6.0
20231013,1479.5201924948508,6.0
20231016,1139.715754036944,6.0
20231020,1250.435124266749,6.0
20231021,1285.1350123625143,6.0
20231025,1323.608703507196,6.0
20231028,1369.0653746260623,6.0
