date,max,min
20230514,2780.959546631342,6.0
20230519,2820.0,6.0
20230529,2707.4896121684383,6.0
20230530,2706.924454062211,6.0
20230607,2545.937941113255,6.0
20230616,2375.4241726479086,6.0
20230617,2443.893614705845,6.0
20230621,2413.976801876936,6.0
20230623,2234.941609975527,6.0
20230625,2233.37054695364,6.0
20230629,1999.5399470878297,6.0
20230630,1948.9289366213434,6.0
20230701,2025.068887717156,6.0
20230702,2072.2248912702503,6.0
20230703,1964.961068316622,6.0
20230708,2003.182467974398,6.0
20230710,1707.260964234818,6.0
20230711,1704.549207268596,6.0
20230712,1693.0741271426955,6.0
20230717,1455.837903064761,6.0
20230719,1454.1925594638421,6.0
20230720,1434.803122382998,6.0
20230724,1432.8321604430855,6.0
20230725,1470.9180806557515,6.0
20230727,1432.0405022205205,6.0
20230728,1427.5461463644529,6.0
20230729,1404.4742788673634,6.0
20230730,1408.1477195237721,6.0
20230731,1294.3600735498603,6.0
20230801,1354.3795627518898,6.0
20230802,1296.6248493685441,6.0
20230806,1239.8096628111914,6.0
20230809,1244.6782716830883,6.0
20230810,1253.1959144523253,6.0
20230812,1228.828710602092,6.0
20230820,1199.4298645606586,6.0
20230822,1168.7685827399707,6.0
20230823,1160.6239701126287,6.0
20230828,1186.013490648399,6.0
20230829,1207.2083498717195,6.0
20230904,1163.644275541284,6.0
20230908,1149.3093578319113,6.0
20230909,1125.2679680858244,6.0
20230914,1129.594617550916,6.0
20230915,1129.0208146885514,6.0
20230916,1119.365891922744,6.0
20230919,1134.491956780655,6.0
20230922,1129.6742893418439,6.0
20230923,1126.978260659894,6.0
20230925,1123.26666468831,6.0
20230928,1112.737165731423,6.0
20231004,1120.90856005296,6.0
20231009,1092.7415064872387,6.0
20231013,948.8730157402517,6.0
20231021,1117.9016056880855,6.0
20231029,1077.4135696193919,6.0
20231102,1086.1988768176848,6.0
20231111,1118.7224856951789,6.0
20231116,1093.2026344644437,6.0
20231206,1205.9850745345068,6.0
20231218,1702.742493743549,6.0
20231227,534.5390537650172,6.0
