date,max,min
20230701,1949.196757641465,6.0
20230702,2015.7589141561548,6.0
20230705,1884.4298872603351,6.0
20230706,1702.2350014025678,6.0
20230710,1887.6366175723547,6.0
20230711,1724.5068860401805,6.0
20230713,1715.0871697963341,6.0
20230714,2011.2980883001906,6.0
20230724,1811.2548136582,6.0
20230726,2013.5431458004568,6.0
20230727,2008.4501487465402,6.0
20230728,1956.8556410731987,6.0
20230729,1989.2963580120484,6.0
20230805,2008.996764556877,6.0
20230806,1979.245310718204,6.0
20230812,1964.347219816293,6.0
20230819,1939.8195792392653,6.0
20230825,1909.4899842628133,6.0
20230827,1891.7801140724573,6.0
20230829,1899.2819695874546,6.0
20230830,1881.8395255706582,6.0
20230901,1888.0084745572515,6.0
20230903,1867.321075766029,6.0
20230905,1821.5707507533164,6.0
20230907,1886.9594590239612,6.0
20230913,1457.1602519970133,6.0
20230916,1482.7771241828625,6.0
20230921,1424.6810169297548,6.0
20230930,1142.6022930136278,6.0
20231001,1326.3800360379373,6.0
20231003,1330.3232689838962,6.0
20231006,931.5664227525593,6.0
20231008,1278.506941709743,6.0
20231009,1265.2035409371886,6.0
20231013,1228.828710602092,6.0
20231017,1211.1234454010046,6.0
20231020,1256.409169020984,6.0
20231021,1223.3233423751874,6.0
20231028,1320.340865079923,6.0
20231029,1098.5900054160334,6.0
