date,max,min
20230701,2116.7843536836717,6.0
20230702,2113.6697944570246,6.0
20230704,1736.582851464335,6.0
20230705,1704.0950677705748,6.0
20230706,1686.0960826714474,6.0
20230709,2117.285998631267,6.0
20230710,1619.177569014591,6.0
20230711,1771.016657177453,6.0
20230713,1704.0422529972666,6.0
20230717,1690.8613189732623,6.0
20230719,1389.7481786280564,6.0
20230720,1816.6133325504359,6.0
20230721,1807.2254978280932,6.0
20230722,1729.499349522861,6.0
20230723,1737.349705729966,6.0
20230725,1816.8015852040642,6.0
20230726,1826.071192478541,6.0
20230727,1728.5415817966314,6.0
20230730,1717.3526137634053,6.0
20230731,1542.6535579967394,6.0
20230801,1571.7824276915683,6.0
20230802,1376.3560585836792,6.0
20230805,1517.6679478726564,6.0
20230806,1503.428082749554,6.0
20230810,1739.2239648762893,6.0
20230811,1356.0530963055983,6.0
20230815,1367.8947327919645,6.0
20230818,1284.686732242534,6.0
20230820,1320.2726991042418,6.0
20230822,1300.2430542017903,6.0
20230823,1309.485395107559,6.0
20230824,1304.8172285803098,6.0
20230826,582.0927761104754,6.0
20230828,1293.010440793113,6.0
20230829,1326.4207477267535,6.0
20230830,1298.358964231387,6.0
20230901,1354.7250643580785,6.0
20230902,1322.5339315117778,6.0
20230903,1186.5142224179194,6.0
20230906,1040.096149401583,6.0
20230907,853.6462967763639,6.0
20230908,1110.4539612248677,6.0
20230910,1043.7241014750975,6.0
20230911,963.8360856494221,6.0
20230915,971.0365595589076,6.0
20230916,1104.1467293797505,6.0
20230921,866.3509681416648,6.0
20230922,1088.8305653314476,6.0
20230923,987.7428815233243,6.0
20230924,994.8065138508091,6.0
20230925,968.9024718721694,6.0
20230926,1053.4229919647664,6.0
20230927,959.793727839477,6.0
20231008,964.2281887603162,6.0
20231011,695.8448102845921,6.0
20231013,0.0,-999.0
20231014,537.3267162537146,6.0
20231016,914.7196291760662,6.0
20231017,723.2426978545998,6.0
20231021,911.8815712580226,6.0
20231025,967.8057656368865,6.0
20231028,891.9641248391104,6.0
20231029,919.9586947249315,6.0
