date,max,min
20230702,1869.4790718272295,6.0
20230705,1872.0,6.0
20230706,1769.5931735853865,6.0
20230707,1768.3314169012551,6.0
20230709,1766.182323544203,6.0
20230710,1765.7236476866929,6.0
20230711,1621.8766907505637,6.0
20230712,1645.028875126513,6.0
20230713,1575.4427948992627,6.0
20230714,1574.6085227763758,6.0
20230720,1556.4999196916137,6.0
20230721,1718.746054540926,6.0
20230722,1749.7176915148339,6.0
20230723,1733.501658493582,6.0
20230725,1723.034532445592,6.0
20230726,1701.558109498468,6.0
20230727,1666.0240094308365,6.0
20230728,1624.6821227550945,6.0
20230730,1646.8005343696,6.0
20230731,1695.5494684614778,6.0
20230801,1548.3371725822512,6.0
20230802,1549.2785417735572,6.0
20230804,1546.324674833846,6.0
20230806,1544.2862428966982,6.0
20230807,1647.8604309831583,6.0
20230810,1639.4828452899405,6.0
20230815,1546.6971261368528,6.0
20230821,1530.411709312236,6.0
20230825,1548.7556295297204,6.0
20230902,1365.6427058348754,6.0
20230903,1353.6085106115431,6.0
20230904,1346.3818180590526,6.0
20230906,1338.0134528471676,6.0
20230908,1335.6436650544188,6.0
20230909,1134.174589734755,6.0
20230911,1362.4756878564845,6.0
20230921,1346.1411515884952,6.0
20230922,1342.9549508453365,6.0
20230925,1346.6358082273023,6.0
20231001,1299.065818193982,6.0
20231004,1231.9301928274995,6.0
20231005,1159.1807451816994,6.0
20231008,1254.9183240354728,6.0
20231009,1268.145102107799,6.0
20231017,926.8009495031821,6.0
20231018,1274.9541168214641,6.0
20231019,1117.9016056880855,6.0
20231020,865.3323061113574,6.0
20231027,1293.511499755607,6.0
