date,max,min
20230704,2259.3804460515275,6.0
20230705,2507.7487912468423,6.0
20230706,2502.5826659673003,6.0
20230710,2495.610546539664,6.0
20230711,2491.6115267031496,6.0
20230712,2272.0281688394625,6.0
20230713,2487.946140896141,6.0
20230715,2511.765116407185,6.0
20230717,2493.756202999804,6.0
20230719,2479.633843937447,6.0
20230721,2484.355047089687,6.0
20230722,2497.5139639249264,6.0
20230723,2492.138840434056,6.0
20230725,2430.740627874558,6.0
20230727,2489.7397454352536,6.0
20230728,2487.6567287308753,6.0
20230729,2486.4191118956596,6.0
20230731,2486.201922612079,6.0
20230801,2486.6435208931734,6.0
20230803,2456.9029284853727,6.0
20230806,2488.7852458579064,6.0
20230812,2488.814175465898,6.0
20230814,2490.8745452149933,6.0
20230816,2488.814175465898,6.0
20230817,2489.4794636630363,6.0
20230820,2483.869561792648,6.0
20230822,2471.315439194276,6.0
20230824,2488.814175465898,6.0
20230825,2480.4104499054183,6.0
20230828,2480.4104499054183,6.0
20230829,2485.2533070091667,6.0
20230830,2480.4031930313263,6.0
20230831,2484.028985338134,6.0
20230901,2481.6002901353795,6.0
20230903,2488.27168934584,6.0
20230904,2492.8898892650677,6.0
20230906,2486.006436033503,6.0
20230907,2477.8547172907456,6.0
20230908,2483.340492159704,6.0
20230909,2486.6435208931734,6.0
20230912,2483.2752565915844,6.0
20230913,2469.821855924026,6.0
20230914,2472.8881899511753,6.0
20230915,2480.156446678314,6.0
20230918,2216.153424291739,6.0
20230924,2208.4727754717737,6.0
20230927,2215.0079006631104,6.0
20231004,2176.6442061117846,6.0
20231006,2204.753047395558,6.0
20231007,2194.9259668608415,6.0
20231010,2195.3441643623896,6.0
20231017,2172.5054660460582,6.0
20231020,2164.9360267684588,6.0
20231021,2178.1900743507213,6.0
20231027,2155.4117936023267,6.0
