date,base
33,0.0
40,0.2578721088435374
41,0.6443102040816324
42,0.9597242630385485
45,0.5094312925170068
48,0.8447564625850337
49,0.19303038548752816
50,0.18719637188208593
52,0.30378956916099753
53,0.18420680272108814
54,0.24134240362811776
55,0.2316625850340135
57,0.12934965986394542
58,0.2582639455782312
61,0.19446712018140588
64,0.16327981859410423
65,0.14377505668934232
68,0.21439274376417217
72,0.1725968253968253
73,0.5606893424036279
74,0.15053786848072548
76,0.4135473922902493
77,0.09750929705215405
78,0.31856326530612233
79,0.27832018140589554
80,0.18015782312925155
82,0.18577414965986372
85,0.22415963718820842
87,0.3710693877551019
90,0.1435138321995464
91,1.7519020408163264
93,0.38135873015873
94,0.22561088435374144
95,0.20958911564625837
96,0.2556371882086168
100,0.1471419501133786
101,1.0739809523809523
104,2.1328108843537414
106,1.3768126984126983
110,1.6602993197278912
117,1.9594884353741497
118,1.9005097505668933
120,2.6705705215419497
121,1.7776616780045347
126,3.4987102040816325
127,3.89253514739229
129,3.8533369614512463
131,4.495426757369614
132,4.470653968253968
138,4.270628571428571
142,3.924593197278911
148,5.02952925170068
149,5.032736507936508
