date,base
43,0.0
51,0.174402280429649
52,0.19457100080914458
54,-0.16387546202316638
61,0.10403298820977902
74,-0.16361736139673777
77,0.06052459689751988
82,0.44489173692688055
85,0.15285087812285703
89,0.25135313862344866
90,0.3395498098259271
91,0.7479018723541229
96,1.0097633936250254
99,1.3968405902318866
105,1.4306149007759803
110,0.519574996759915
115,4.814775007231425
116,7.350042153363022
117,8.236230654205814
120,9.055036455791694
122,10.659316206636097
124,9.899928856405898
126,11.318376156221673
127,10.403925636784942
129,10.541382656117234
130,9.254732597611353
131,14.989544159265785
132,14.61848763725653
141,22.927060209898492
142,16.29383723916397
149,18.31968749176152
