date,base
30,0.0
31,2.4289684109398593
32,0.16083370916184236
33,0.9603504492291606
34,0.054930897590651284
37,1.3212447968233079
39,3.6085805691104866
40,3.669977806597714
41,2.127227876787188
43,3.390242623011382
49,4.3480857159541415
50,5.5909426372967275
55,5.531194976313721
57,5.923827175849141
58,13.63348587517126
59,8.505513379550067
60,8.129970792598407
62,8.559487522768272
65,5.611199436768601
66,8.100080466341872
77,14.008929487532654
79,12.483863017847412
82,12.235370813251109
88,16.32651849290731
92,11.537962858795254
98,21.146284114479286
99,20.235552926497178
100,20.01101257274219
104,11.315401996845338
106,22.57369565511445
110,22.147643035603465
113,17.90750560608575
114,17.812226067201763
117,24.436958299695704
120,24.024894088940542
122,26.26986873659925
126,26.00501273308103
128,33.79952564778044
134,33.93469194653656
139,27.586956600631922
142,29.374932573560386
145,28.207989162942198
150,33.690950522272416
