date,base
39,0.0
51,0.47533453718102336
52,0.432133309806229
54,0.47432302155107564
58,0.3706556376304917
60,0.3147023969721623
61,0.28788426462943306
74,0.5892208225939051
76,0.18886812352006288
77,0.41747065588834786
80,0.534166706939974
84,0.7102309445800952
85,1.5409792214805123
88,2.4448765047483736
89,2.025624889716699
90,1.7067726850319307
91,2.115424999530985
94,1.7218676105865391
95,2.447115671826637
97,1.3557248888435094
98,2.6492718254597794
100,2.885283493681616
101,2.9257441188795426
103,3.3237020330858993
105,3.405323563533253
115,4.025892725222816
126,11.032998665750368
127,9.750180711157734
128,11.711336608972521
131,12.347934402952037
149,14.170348396241971
