date,base
30,0.0
31,-0.11268865494385416
32,0.2965450826749265
33,0.5603914589341041
34,0.2774343360889002
35,0.5681566875543851
36,0.7538794363272423
39,0.8434818904251493
40,0.7877493544171745
41,0.9827513371452294
52,1.7044795847092882
53,1.3304774177772494
54,1.1582616914419983
55,1.225430204853966
56,1.592800266655379
58,2.2071245948785947
60,2.0099182584710853
61,2.3050874054800037
62,3.4866304997136464
67,2.251606833382141
70,2.9057618805736407
77,4.703414686680166
79,3.58716902379364
81,3.1493358206187416
83,3.762322301360477
84,3.884104510359961
88,3.986147517728739
92,4.240828924586298
94,5.169828311318916
95,5.0553019014716725
99,6.405808943286644
100,5.435521964527615
106,4.952316211535873
110,5.457194141523027
112,5.546939426312907
113,5.880982326653886
119,6.2258184662849825
123,4.489616184888426
125,7.204037309471591
126,6.708476701624161
128,7.618427235070609
129,6.683124253798903
130,6.593659869369905
136,6.800121634617284
140,5.972555844301025
142,6.338759455451321
145,7.432685442205489
