date,base
30,0.0
31,0.8141505968778695
32,0.64159779614325
33,0.93752984389348
34,0.4663911845730029
35,0.5167860422405877
38,0.4207713498622594
39,0.9334802571166207
40,1.0429292929292933
41,1.2390358126721752
42,0.9197979797979796
43,0.9556657483930202
50,1.6212029384756654
51,1.5373829201101925
52,1.7076216712580354
53,2.1509366391184566
54,1.2635261707988974
55,1.7291276400367313
57,2.1076308539944906
59,1.7320293847566584
60,2.2684756657483938
61,1.8529201101928372
62,1.793636363636363
64,2.226868686868686
66,2.442020202020201
75,1.2691460055096426
78,2.8756290174471992
81,3.225987144168961
83,2.792093663911846
90,3.1561983471074377
92,3.1456290174472006
93,3.9293572084481188
95,3.3124517906336095
97,3.4478145087235994
98,3.9220661157024796
99,3.3983930211202935
100,4.594573002754821
101,4.1131129476584025
102,3.7821946740128567
112,2.933112947658403
113,3.622938475665748
116,3.949880624426079
120,3.84811753902663
122,3.836574839302111
125,4.290826446280992
128,4.595895316804409
129,4.172405876951332
130,4.7910743801652895
139,4.252727272727272
141,4.42611570247934
142,4.34909090909091
