date,base
30,0.0
31,-0.24983199098437758
32,0.09209995761003142
33,0.2875073665491481
34,0.588331386151923
35,0.7310925238572814
36,0.3636025268555958
37,0.11960174109035293
38,1.3590430206470163
40,1.0043320478489672
46,2.0779768612814173
48,4.89023066345468
49,2.5685425088657077
50,2.7352074523629817
54,4.316746104775589
55,3.7738650344806217
56,2.929043330817507
57,2.8489779882342
58,4.139369940343876
60,5.306148613020955
61,4.224935639623247
64,5.050071856163605
65,4.711737885257598
66,4.9695515968610735
67,4.626006761716688
71,6.14559402818416
75,9.614788928981298
76,6.937852172744286
82,8.132091272836306
83,8.123820059759517
84,8.181883975558566
89,9.359911498020079
90,9.317025258216933
93,12.172661572977944
96,15.434083601286176
97,15.430320199336233
99,14.414449809245152
100,16.719512825549778
102,10.59459683005759
107,14.914775488260048
110,14.666763164152563
112,15.272712234158043
113,16.75433463260305
114,15.771549094819122
117,18.484217491547856
119,18.158869325172407
122,19.522213376619344
123,20.709008384942255
125,21.1324944944738
128,18.979332306324377
130,19.3243246037572
139,19.56799454099937
142,17.44485685631869
149,19.594875983498927
150,22.46548319392893
