date,base
33,0.0
34,-0.21587445754728574
35,-0.0973422890971718
39,-0.03500223784799328
41,0.05119179750836533
42,0.2182516587126062
44,-0.06004482253783405
46,0.07418507084879211
48,0.6847568942932418
50,0.19575022009603904
51,-0.015041945304699489
52,0.026764006223348957
54,0.23546587404768538
56,0.07254562176926083
57,0.15242777816942432
58,0.4952365806994221
60,0.07328337385505002
61,0.0016394490795312855
63,0.07635734087917134
66,0.1345167969755443
74,0.102424581243719
76,0.029837973247470284
77,-0.049675307109798617
80,0.05815945609637341
84,0.057093814194678405
85,0.29579760017443757
89,0.17165031862692892
90,0.2489913289538186
92,0.24763878346320523
94,0.0863579802643124
95,-0.04406019401240391
97,0.17603584491467528
98,0.48310465751089016
99,0.22751454601195853
100,0.33510339185620097
103,0.1225078324679778
109,3.5448167997626077
115,4.484385067242004
118,5.597939868286661
125,9.988589434406462
127,8.300817593255964
128,9.364656100963833
131,9.1083692236061
138,12.871027819811431
141,13.12452763373396
142,12.17622929990606
148,14.238656241956454
