date,base
34,0.0
46,1.6445083538359881
51,0.2609150788674395
52,0.31098708956276955
54,0.2941087029241447
56,0.33700458355195595
61,0.4204793880144795
62,0.7547969452855487
64,0.31174331851607295
66,0.05547824321256378
67,0.3406248285411748
68,0.6021352365846191
74,0.6739930771261817
76,0.2157666013574473
80,0.5258365621896139
82,0.5559891804553754
84,0.5340585408095739
85,0.5315645942614453
87,0.4842117898024618
88,0.6343795519552624
89,0.5821675742218604
91,0.6797211091980131
92,0.6402684838043919
94,0.7846116740189819
95,0.6174046254502583
97,0.9200410165712292
99,0.36218539869918986
100,0.7591573292503409
103,0.5695047617484597
105,0.6215719296822924
106,0.5245493639712255
110,1.1245768134732326
115,0.9889543911882273
118,1.480953730211942
125,3.8131316422444943
126,2.84712155929905
127,4.1391467710069545
128,3.949091954061826
129,3.2305457286016566
130,4.131455761652081
142,4.4982911639152
146,4.482635615584045
148,5.505749029492768
