date,base
30,0.0
33,0.05279685512775956
35,0.28139206844721976
39,0.046137125679267754
40,0.11613828188229824
42,0.1739669325933626
44,0.07741935483870854
46,-0.013097467915367034
49,0.29332408370909846
52,0.14418314255983233
53,0.1729309746791543
56,0.08489305121979385
57,0.25971094924268634
58,0.09318071453347088
59,0.08474505723204828
60,0.0432327436697868
61,0.345103480171117
62,0.23987975488495827
63,0.29260261301884505
64,0.14758700427795013
65,0.3231263729910978
68,-0.020608162793386953
70,0.12166955717423811
72,-0.001165452653486554
78,0.3648606775349741
85,0.6420904150768862
88,0.4601503063938015
92,0.8472285813388822
93,1.0523297491039418
95,1.5335322002543634
100,1.8678321193201537
101,2.1344247889929466
105,2.7211839519019527
110,3.99792808417158
116,5.378582495086135
118,8.350116776505956
121,6.995268817204298
122,8.656889813851311
123,11.336635449184875
126,9.16732107758122
130,8.498647242455775
132,11.137047057463288
142,11.19069487802058
146,11.314658342004858
149,11.232392184067521
