date,base
30,0.0
31,0.12092076459476075
32,-0.1796143630519076
33,0.8873498623467544
34,0.4074601928011532
35,0.6105190845565449
37,1.0963933013256781
38,1.311897626308589
39,0.972190129498328
41,1.0682200276380431
42,1.2905749703544078
43,1.2038813123116086
46,1.5714676188361345
49,2.07559860195434
50,2.156662801682671
51,2.3076362129715893
52,2.197532669045705
53,2.219981216662781
54,1.289024704141653
56,1.5540422801765832
58,2.695505890838394
59,2.1251464958267547
60,2.1121034739473874
62,2.04231551225819
66,2.570410666385829
67,2.412430744671676
71,1.5563720098482623
72,3.2841999985450023
74,2.5693194175433334
77,2.8872625624393535
78,3.6999311647158724
79,2.4627927448234104
82,2.9897533465830577
85,3.3743839207427726
88,4.1225995556711865
89,3.5393703528821625
90,3.574654065456224
92,4.330837549075886
94,3.7023128586181464
95,3.8453790461515123
98,4.8609419867865356
99,4.784104211146607
100,4.714645356251177
101,4.835574781551037
104,4.3714216131706465
105,4.82602202382664
106,5.112656719789122
107,5.367376717461125
113,4.711475538184876
116,5.3548360164775115
119,5.763179601198782
120,5.587601126723092
123,5.898979457153933
125,5.855208253582676
126,5.842632909778665
128,6.2872475274553015
130,6.039204933414769
132,6.3665709254586975
139,5.665045151719964
148,6.139868308782546
149,6.082352566218885
150,6.435908530482738
