date,base
35,0.0
40,1.6978181153106995
42,1.2588025391819038
46,2.50915525849058
49,2.557912704756456
50,2.500595127652952
52,2.442174440905424
53,2.284584197160111
54,2.7672829151922684
56,2.715039642451277
57,2.692492081327421
58,2.13213444435595
59,2.970255089692742
60,2.368177845984272
68,2.3767821012076613
70,1.8296617799644839
72,5.081651072741035
74,2.9211887727265413
76,3.4066232026758794
77,4.506423517768118
78,4.59952597172377
79,5.03282743989652
85,4.105156353657835
90,3.896845128480283
94,7.2874732413178105
95,8.432015683571676
99,9.531352692613423
100,10.019964078337553
115,17.953462451581764
117,16.534554578666167
121,13.387228328914643
122,24.926395009002484
123,28.629710581535136
129,25.20837189620797
134,22.96983149558944
142,27.093145033987916
148,27.125819141643916
