date,base
31,0.0
34,0.08239065265075518
35,0.20511866244323862
36,0.35948725859052166
38,0.591676769604431
39,0.537575318352301
40,0.33915210838700915
41,0.19407299521322707
42,0.34815621141882713
43,0.36962922267187037
49,0.9073106438230024
50,0.7814544308236094
51,0.7993784863916208
52,0.9312496304695624
54,0.791987877645472
55,0.9971321511091179
56,1.1521337053321852
57,1.0897086724476348
59,1.7406603194265005
60,1.0446369352477305
61,1.565052869927042
62,1.4782827327866137
64,1.6118807913834572
66,1.9747816331225714
67,1.5457641128430337
70,1.5189493744764375
75,0.7987638219018421
81,2.569008528616144
85,2.161138393758755
93,3.0296044370580635
94,2.7205708886702116
95,2.782472724995009
97,3.2503970439906595
99,2.990236639974617
100,3.5217494639247553
102,2.5079591733991937
112,1.7973850709117931
113,2.569206099345002
116,3.0079228789245596
122,3.267219825681151
125,3.5276839032248812
126,4.074354792539027
129,3.5949384428148354
130,3.4428821559386247
138,4.021303393123602
139,3.496709203400675
140,3.7150394936569553
141,3.8228618895723043
148,3.3943675658525185
