date,base
31,0.0
34,-0.3767099759734709
35,0.3607308237918776
36,0.20102709951536646
38,0.96289756463527
40,0.9004808305413103
42,0.6263330135795737
43,0.8494485107305803
49,1.7326917576913754
51,1.945315448876995
52,2.381596055373615
54,1.8760505067052105
56,2.004600737396901
57,2.43145042486327
59,4.878184938054082
60,2.09541265904433
61,2.678051763819644
62,2.9529604927900284
64,2.837075057165345
66,3.17568090101347
67,2.588725083881405
70,2.452507201410265
72,3.3162447616878463
75,3.510979704208628
78,3.6849432121856562
81,5.670491883519885
90,5.095688709141312
92,3.1587725582059303
93,5.190100329906572
94,4.681774525821952
95,5.52186528213849
97,6.039336663250124
99,6.308099564458358
100,7.007692308255114
115,6.707753964077197
116,7.338476854629738
125,8.038033016118385
136,8.447908512622616
139,8.32547484384659
141,8.317404786677953
