date,base
30,0.0
31,1.5277042352820587
32,-0.013340723249790187
37,1.4226718081951475
39,2.2211567967892734
40,2.752503373465448
41,3.595486889279062
46,3.3000178465304373
48,3.6848078906402293
49,5.325775749804599
53,4.627405085024286
54,4.186174652154627
56,5.173491246659662
57,5.519230961786629
58,7.666439511158202
59,7.015792117959084
60,8.259277103608238
61,4.924272989482326
62,5.520497299755153
66,6.199121927142571
69,6.361537134035689
70,7.32868067020495
72,10.199365770825814
80,10.806810424494156
82,8.997802461878806
83,11.043247503105473
88,11.031232017264603
89,10.254849043679236
95,13.28736035678925
99,12.960718785210823
100,14.768578208738436
105,11.952124767862582
106,13.106480175331853
107,13.563878504590324
110,15.550306306539778
113,11.369300080279935
114,13.431825959221559
116,14.346858215500092
119,15.968315635033154
125,14.982000331014856
130,17.505767727700817
134,20.026545977786665
142,16.537829049086202
150,18.674877444989395
