date,base
33,0.0
34,-0.2049371186288691
41,1.33962433343036
43,-0.5326253305367499
45,0.5843166369888175
49,0.6310752059654288
51,0.47705717610077647
52,0.5612446636211872
53,2.517461181483607
54,0.7519036347971375
58,0.8632448177495342
60,1.6464153891323128
61,1.338678760751359
68,0.7483419777062328
75,1.6287489395796393
79,0.3351739956166404
81,0.3220462949231728
82,2.474831613205301
86,1.4366716093851877
88,3.344837275609694
89,4.023490546873534
91,3.364253034618518
96,4.636836265107689
99,5.719044196224614
103,6.390952382378245
104,6.44902630441357
105,5.542868246582032
109,6.06695190391847
110,6.6621426267158
115,6.530424352530929
116,7.854588572659617
117,8.009347301122821
118,10.85564714127376
122,11.894752717772874
123,10.700730817364056
126,9.191313149874373
129,8.741724860098582
130,6.695631659097094
132,11.630922180786879
141,11.625390580614722
142,12.210700068916491
146,12.862073568391144
149,13.19275609378253
