date,base
30,0.0
31,0.03256683113395287
34,-0.11946301666433623
35,0.08955878561836883
39,0.08299719503545777
40,0.013543861719224282
42,0.1931026345119662
43,0.12286950309674882
53,0.10439547050170095
55,0.02403522430097116
56,0.06290713348527532
57,0.058459206170666356
58,0.250843605591462
65,0.10728893186898869
66,0.19027073615249268
72,0.2803681980892394
79,1.0842220423784363
85,1.6634837736584727
87,1.9375212424441033
89,2.0819326680253285
90,2.812480360759227
92,2.439967730723404
94,2.8624233508488635
96,4.014272357311698
98,2.4987142309305375
104,5.264468268758441
107,4.926323187835149
112,5.299990124267498
121,6.012951317769008
122,5.96595309155317
124,5.684579364336293
127,9.540296195021348
129,6.654873930503061
130,6.2127130176262595
134,7.181453117845705
138,7.757826518009103
141,6.045538669905565
142,7.064909213801916
149,5.418647691579593
150,7.829131871810428
