date,base
31,0.0
33,0.4998285322359415
34,0.9191315157750353
35,0.42346107681755996
37,2.4953489368998643
38,0.8250814471879302
40,0.7128129286694111
43,0.49329132373113893
46,0.43668552812071404
49,1.1553926611797003
51,0.9965277777777786
52,0.7089334705075441
53,1.1864497599451305
54,1.0051011659807951
55,0.8639403292181083
57,1.0813400205761319
59,0.8378986625514404
62,1.3810228052126199
65,1.32971107681756
67,1.696523491083676
69,2.0519118655692736
70,1.9227966392318248
72,0.9981352880658445
76,2.329389574759947
78,3.60318072702332
81,3.0474965706447197
82,3.3584319272976693
87,1.589420438957477
92,4.06766546639232
98,9.403399348422496
101,5.692365397805213
104,7.0540337791495205
105,7.533371913580247
112,8.644675925925927
113,7.883123285322359
115,8.523083847736626
118,11.172089334705078
130,14.648855452674898
132,16.6420396090535
134,13.920074588477366
138,13.567493998628258
150,14.77782064471879
