date,base
30,0.0
31,-0.1997728683954616
34,-0.05069589652835127
35,0.312021823168255
38,0.8127954300911355
39,0.7006448290731964
40,0.5753967863675573
41,0.6918039193315639
43,0.7388607269304188
49,0.8314553230254234
50,0.9906026265698085
51,1.3964375395737285
52,1.355156283023641
53,1.4040818119646694
54,1.0555543534541076
55,1.3807446515774533
57,1.4262551195861448
59,3.475526635180353
60,2.0871704957969097
62,2.169689296117147
64,2.0226340403219805
66,1.9754023816033897
75,2.5430838623126117
81,4.293502029693654
83,3.266787182800945
93,4.3297781729413085
95,4.402390564509025
97,8.487825225814758
99,5.551818112871208
113,5.375753963492398
116,4.889886414526982
120,5.552484732765199
122,5.1595396257442925
125,4.8413761569953255
126,5.596951558152972
129,5.784517632751891
136,5.968220590424147
139,5.587476813102294
141,5.752049965455976
142,6.500451006606971
