date,base
30,0.0
32,0.02264877373966101
33,0.14530693383512983
34,0.023647470824077033
37,-0.16955501968899966
38,0.643098067304642
39,-0.0632182238332959
40,0.22721406254888876
41,0.20902799815848994
42,0.17058863625189602
46,0.8942040370269382
49,0.5062137116779688
50,0.6816491715423574
51,1.3672861475266949
52,1.0598620429179952
54,0.9800710345998951
55,0.8952376535898345
57,1.2716766154588832
62,1.4021916582114962
65,1.520799158803733
71,1.4987440161981667
78,2.392906149850937
82,1.7805092880225644
83,3.547372043856633
85,2.439907767879891
88,2.693430165512744
89,2.5048579978456083
90,2.4401103008550535
92,2.63460481207175
94,2.536006172646374
95,2.664384143316248
100,3.141649607337449
101,4.04151059987753
104,3.6077548060376614
105,3.690255565885515
106,4.23946213946337
114,2.8499881553129
115,3.803010561885138
116,3.808625614024109
119,4.840566041952542
120,3.836114227480568
122,7.4136427329492385
125,4.796749080360616
128,6.662915849085277
129,6.051489748758545
130,4.7361009301431665
134,4.28281816393941
139,4.327137966021393
142,4.625964895029252
149,10.06007826432872
150,5.502723160609488
